marker_label,lsl_timestamp,local_received_lsl_timestamp
dynamic_sart_stimulus_offset__v=1__trial=-26__condition=go__digit=9__block=-1__phase=practice__practice=1,1296470.367369800,1296470.368294100
dynamic_sart_response_window_close__v=1__trial=-26__condition=go__digit=9__block=-1__phase=practice__practice=1,1296471.702081100,1296471.702288400
dynamic_sart_trial_complete__v=1__trial=-26__condition=go__digit=9__block=-1__phase=practice__practice=1,1296471.702081100,1296471.713151600
dynamic_sart_stimulus_onset__v=1__trial=-27__condition=go__digit=4__block=-1__phase=practice__practice=1,1296472.167394500,1296472.167624600
dynamic_sart_stimulus_offset__v=1__trial=-27__condition=go__digit=4__block=-1__phase=practice__practice=1,1296472.432885500,1296472.433118500
dynamic_sart_response_window_close__v=1__trial=-27__condition=go__digit=4__block=-1__phase=practice__practice=1,1296473.765605700,1296473.765860200
dynamic_sart_trial_complete__v=1__trial=-27__condition=go__digit=4__block=-1__phase=practice__practice=1,1296473.765605700,1296473.773277600
dynamic_sart_stimulus_onset__v=1__trial=-28__condition=go__digit=8__block=-1__phase=practice__practice=1,1296474.215187800,1296474.215398200
dynamic_sart_stimulus_offset__v=1__trial=-28__condition=go__digit=8__block=-1__phase=practice__practice=1,1296474.486813900,1296474.487098800
dynamic_sart_response_window_close__v=1__trial=-28__condition=go__digit=8__block=-1__phase=practice__practice=1,1296475.812226300,1296475.812486400
dynamic_sart_trial_complete__v=1__trial=-28__condition=go__digit=8__block=-1__phase=practice__practice=1,1296475.812226300,1296475.819821800
dynamic_sart_stimulus_onset__v=1__trial=-29__condition=go__digit=6__block=-1__phase=practice__practice=1,1296476.267100100,1296476.267249300
dynamic_sart_stimulus_offset__v=1__trial=-29__condition=go__digit=6__block=-1__phase=practice__practice=1,1296476.541579100,1296476.541721600
dynamic_sart_response_window_close__v=1__trial=-29__condition=go__digit=6__block=-1__phase=practice__practice=1,1296477.873047100,1296477.873262900
dynamic_sart_trial_complete__v=1__trial=-29__condition=go__digit=6__block=-1__phase=practice__practice=1,1296477.873047100,1296477.880983800
dynamic_sart_stimulus_onset__v=1__trial=-30__condition=go__digit=1__block=-1__phase=practice__practice=1,1296478.338515500,1296478.338731800
dynamic_sart_stimulus_offset__v=1__trial=-30__condition=go__digit=1__block=-1__phase=practice__practice=1,1296478.611644500,1296478.611870600
dynamic_sart_response_window_close__v=1__trial=-30__condition=go__digit=1__block=-1__phase=practice__practice=1,1296479.938147300,1296479.938399200
dynamic_sart_trial_complete__v=1__trial=-30__condition=go__digit=1__block=-1__phase=practice__practice=1,1296479.938147300,1296479.946239900
dynamic_sart_stimulus_onset__v=1__trial=-31__condition=go__digit=5__block=-2__phase=practice__practice=1,1296484.696908300,1296484.697130000
dynamic_sart_stimulus_offset__v=1__trial=-31__condition=go__digit=5__block=-2__phase=practice__practice=1,1296484.965351100,1296484.965573700
dynamic_sart_response_window_close__v=1__trial=-31__condition=go__digit=5__block=-2__phase=practice__practice=1,1296486.294918100,1296486.295138200
dynamic_sart_trial_complete__v=1__trial=-31__condition=go__digit=5__block=-2__phase=practice__practice=1,1296486.294918100,1296486.301734100
dynamic_sart_stimulus_onset__v=1__trial=-32__condition=go__digit=6__block=-2__phase=practice__practice=1,1296486.732142900,1296486.732992700
dynamic_sart_stimulus_offset__v=1__trial=-32__condition=go__digit=6__block=-2__phase=practice__practice=1,1296486.997429800,1296486.997657100
dynamic_sart_response_window_close__v=1__trial=-32__condition=go__digit=6__block=-2__phase=practice__practice=1,1296488.327246500,1296488.327467400
dynamic_sart_trial_complete__v=1__trial=-32__condition=go__digit=6__block=-2__phase=practice__practice=1,1296488.327246500,1296488.335872300
dynamic_sart_stimulus_onset__v=1__trial=-33__condition=go__digit=4__block=-2__phase=practice__practice=1,1296488.801308200,1296488.801519900
dynamic_sart_stimulus_offset__v=1__trial=-33__condition=go__digit=4__block=-2__phase=practice__practice=1,1296489.078447400,1296489.078788800
dynamic_sart_response_window_close__v=1__trial=-33__condition=go__digit=4__block=-2__phase=practice__practice=1,1296490.403972000,1296490.404167800
dynamic_sart_trial_complete__v=1__trial=-33__condition=go__digit=4__block=-2__phase=practice__practice=1,1296490.403972000,1296490.412835500
dynamic_sart_stimulus_onset__v=1__trial=-34__condition=go__digit=7__block=-2__phase=practice__practice=1,1296490.865574700,1296490.865745400
dynamic_sart_stimulus_offset__v=1__trial=-34__condition=go__digit=7__block=-2__phase=practice__practice=1,1296491.141450500,1296491.141696800
dynamic_sart_response_window_close__v=1__trial=-34__condition=go__digit=7__block=-2__phase=practice__practice=1,1296492.467134300,1296492.467342700
dynamic_sart_trial_complete__v=1__trial=-34__condition=go__digit=7__block=-2__phase=practice__practice=1,1296492.467134300,1296492.474403500
dynamic_sart_stimulus_onset__v=1__trial=-35__condition=go__digit=0__block=-2__phase=practice__practice=1,1296492.896447600,1296492.896663100
dynamic_sart_stimulus_offset__v=1__trial=-35__condition=go__digit=0__block=-2__phase=practice__practice=1,1296493.162337200,1296493.162624800
dynamic_sart_response_window_close__v=1__trial=-35__condition=go__digit=0__block=-2__phase=practice__practice=1,1296494.499018800,1296494.499226300
dynamic_sart_trial_complete__v=1__trial=-35__condition=go__digit=0__block=-2__phase=practice__practice=1,1296494.499018800,1296494.506761600
dynamic_sart_stimulus_onset__v=1__trial=-36__condition=go__digit=9__block=-2__phase=practice__practice=1,1296494.950468100,1296494.950623200
dynamic_sart_stimulus_offset__v=1__trial=-36__condition=go__digit=9__block=-2__phase=practice__practice=1,1296495.223111200,1296495.223344200
dynamic_sart_response_window_close__v=1__trial=-36__condition=go__digit=9__block=-2__phase=practice__practice=1,1296496.547270100,1296496.547496900
dynamic_sart_trial_complete__v=1__trial=-36__condition=go__digit=9__block=-2__phase=practice__practice=1,1296496.547270100,1296496.555152600
dynamic_sart_stimulus_onset__v=1__trial=-37__condition=go__digit=8__block=-2__phase=practice__practice=1,1296496.991064300,1296496.991299300
dynamic_sart_stimulus_offset__v=1__trial=-37__condition=go__digit=8__block=-2__phase=practice__practice=1,1296497.257549300,1296497.257811300
dynamic_sart_response_window_close__v=1__trial=-37__condition=go__digit=8__block=-2__phase=practice__practice=1,1296498.593021000,1296498.593272200
dynamic_sart_trial_complete__v=1__trial=-37__condition=go__digit=8__block=-2__phase=practice__practice=1,1296498.593021000,1296498.600797100
dynamic_sart_stimulus_onset__v=1__trial=-38__condition=go__digit=1__block=-2__phase=practice__practice=1,1296499.045910700,1296499.046150900
dynamic_sart_stimulus_offset__v=1__trial=-38__condition=go__digit=1__block=-2__phase=practice__practice=1,1296499.313003100,1296499.313196100
dynamic_sart_response_window_close__v=1__trial=-38__condition=go__digit=1__block=-2__phase=practice__practice=1,1296500.654816800,1296500.655008500
dynamic_sart_trial_complete__v=1__trial=-38__condition=go__digit=1__block=-2__phase=practice__practice=1,1296500.654816800,1296500.662507200
dynamic_sart_stimulus_onset__v=1__trial=-39__condition=go__digit=2__block=-2__phase=practice__practice=1,1296501.099139900,1296501.099350600
dynamic_sart_stimulus_offset__v=1__trial=-39__condition=go__digit=2__block=-2__phase=practice__practice=1,1296501.362290600,1296501.362494700
dynamic_sart_response_window_close__v=1__trial=-39__condition=go__digit=2__block=-2__phase=practice__practice=1,1296502.702011100,1296502.702275900
dynamic_sart_trial_complete__v=1__trial=-39__condition=go__digit=2__block=-2__phase=practice__practice=1,1296502.702011100,1296502.709995400
dynamic_sart_stimulus_onset__v=1__trial=-40__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296503.133073100,1296503.133285100
dynamic_sart_stimulus_offset__v=1__trial=-40__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296503.402395600,1296503.403043300
dynamic_sart_response_window_close__v=1__trial=-40__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296504.733039000,1296504.733246500
dynamic_sart_trial_complete__v=1__trial=-40__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296504.733039000,1296504.740622600
dynamic_sart_stimulus_onset__v=1__trial=-41__condition=go__digit=9__block=-2__phase=practice__practice=1,1296505.180302300,1296505.180541000
dynamic_sart_stimulus_offset__v=1__trial=-41__condition=go__digit=9__block=-2__phase=practice__practice=1,1296505.453737900,1296505.453981200
dynamic_sart_response_window_close__v=1__trial=-41__condition=go__digit=9__block=-2__phase=practice__practice=1,1296506.781547900,1296506.781783000
dynamic_sart_trial_complete__v=1__trial=-41__condition=go__digit=9__block=-2__phase=practice__practice=1,1296506.781547900,1296506.789607600
dynamic_sart_stimulus_onset__v=1__trial=-42__condition=go__digit=4__block=-2__phase=practice__practice=1,1296507.222498300,1296507.222735300
dynamic_sart_stimulus_offset__v=1__trial=-42__condition=go__digit=4__block=-2__phase=practice__practice=1,1296507.496410400,1296507.497012900
dynamic_sart_response_window_close__v=1__trial=-42__condition=go__digit=4__block=-2__phase=practice__practice=1,1296508.828099400,1296508.828319500
dynamic_sart_trial_complete__v=1__trial=-42__condition=go__digit=4__block=-2__phase=practice__practice=1,1296508.828099400,1296508.836075200
dynamic_sart_stimulus_onset__v=1__trial=-43__condition=go__digit=0__block=-2__phase=practice__practice=1,1296509.263594600,1296509.263840000
dynamic_sart_stimulus_offset__v=1__trial=-43__condition=go__digit=0__block=-2__phase=practice__practice=1,1296509.540298700,1296509.540607500
dynamic_sart_response_window_close__v=1__trial=-43__condition=go__digit=0__block=-2__phase=practice__practice=1,1296510.873117300,1296510.873397700
dynamic_sart_trial_complete__v=1__trial=-43__condition=go__digit=0__block=-2__phase=practice__practice=1,1296510.873117300,1296510.881639500
dynamic_sart_stimulus_onset__v=1__trial=-44__condition=go__digit=1__block=-2__phase=practice__practice=1,1296511.313336700,1296511.313537700
dynamic_sart_stimulus_offset__v=1__trial=-44__condition=go__digit=1__block=-2__phase=practice__practice=1,1296511.579573800,1296511.579917200
dynamic_sart_response_window_close__v=1__trial=-44__condition=go__digit=1__block=-2__phase=practice__practice=1,1296512.920771900,1296512.920966100
dynamic_sart_trial_complete__v=1__trial=-44__condition=go__digit=1__block=-2__phase=practice__practice=1,1296512.920771900,1296512.928444200
dynamic_sart_stimulus_onset__v=1__trial=-45__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296513.365978000,1296513.366168900
dynamic_sart_stimulus_offset__v=1__trial=-45__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296513.642584300,1296513.642817700
dynamic_sart_response_window_close__v=1__trial=-45__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296514.968115700,1296514.968308800
dynamic_sart_trial_complete__v=1__trial=-45__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296514.968115700,1296514.976146900
dynamic_sart_stimulus_onset__v=1__trial=-46__condition=go__digit=6__block=-2__phase=practice__practice=1,1296515.419443200,1296515.419908900
dynamic_sart_stimulus_offset__v=1__trial=-46__condition=go__digit=6__block=-2__phase=practice__practice=1,1296515.691918400,1296515.692177900
dynamic_sart_response_window_close__v=1__trial=-46__condition=go__digit=6__block=-2__phase=practice__practice=1,1296517.013915500,1296517.014136700
dynamic_sart_trial_complete__v=1__trial=-46__condition=go__digit=6__block=-2__phase=practice__practice=1,1296517.013915500,1296517.021324500
dynamic_sart_stimulus_onset__v=1__trial=-47__condition=go__digit=2__block=-2__phase=practice__practice=1,1296517.445164500,1296517.445387300
dynamic_sart_stimulus_offset__v=1__trial=-47__condition=go__digit=2__block=-2__phase=practice__practice=1,1296517.716842600,1296517.717065100
dynamic_sart_response_window_close__v=1__trial=-47__condition=go__digit=2__block=-2__phase=practice__practice=1,1296519.047558500,1296519.047812500
dynamic_sart_trial_complete__v=1__trial=-47__condition=go__digit=2__block=-2__phase=practice__practice=1,1296519.047558500,1296519.055404400
dynamic_sart_stimulus_onset__v=1__trial=-48__condition=go__digit=7__block=-2__phase=practice__practice=1,1296519.512402000,1296519.512636200
dynamic_sart_stimulus_offset__v=1__trial=-48__condition=go__digit=7__block=-2__phase=practice__practice=1,1296519.769542600,1296519.769797100
dynamic_sart_response_window_close__v=1__trial=-48__condition=go__digit=7__block=-2__phase=practice__practice=1,1296521.109081400,1296521.109314100
dynamic_sart_trial_complete__v=1__trial=-48__condition=go__digit=7__block=-2__phase=practice__practice=1,1296521.109081400,1296521.116633600
dynamic_sart_stimulus_onset__v=1__trial=-49__condition=go__digit=5__block=-2__phase=practice__practice=1,1296521.546904800,1296521.547106200
dynamic_sart_stimulus_offset__v=1__trial=-49__condition=go__digit=5__block=-2__phase=practice__practice=1,1296521.817147900,1296521.817376700
dynamic_sart_response_window_close__v=1__trial=-49__condition=go__digit=5__block=-2__phase=practice__practice=1,1296523.154367900,1296523.154598400
dynamic_sart_trial_complete__v=1__trial=-49__condition=go__digit=5__block=-2__phase=practice__practice=1,1296523.154367900,1296523.161929400
dynamic_sart_stimulus_onset__v=1__trial=-50__condition=go__digit=8__block=-2__phase=practice__practice=1,1296523.601234500,1296523.601441700
dynamic_sart_stimulus_offset__v=1__trial=-50__condition=go__digit=8__block=-2__phase=practice__practice=1,1296523.865802600,1296523.866019900
dynamic_sart_response_window_close__v=1__trial=-50__condition=go__digit=8__block=-2__phase=practice__practice=1,1296525.201907300,1296525.202136200
dynamic_sart_trial_complete__v=1__trial=-50__condition=go__digit=8__block=-2__phase=practice__practice=1,1296525.201907300,1296525.209610000
dynamic_sart_stimulus_onset__v=1__trial=-51__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296525.655156500,1296525.655367300
dynamic_sart_stimulus_offset__v=1__trial=-51__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296525.930294800,1296525.930508400
dynamic_sart_response_window_close__v=1__trial=-51__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296527.264747100,1296527.264956600
dynamic_sart_trial_complete__v=1__trial=-51__condition=no_go__digit=3__block=-2__phase=practice__practice=1,1296527.264747100,1296527.276418700
