marker_label,lsl_timestamp,local_received_lsl_timestamp
dsart_baseline_eyes_open_start,1399096.306665200,1399096.306846900
dsart_baseline_eyes_open_end,1399106.301695100,1399106.301904300
dsart_baseline_eyes_closed_start,1399107.118141500,1399107.118409600
dsart_baseline_eyes_closed_end,1399117.112279100,1399117.112477200
