trial,label,event_type,timestamp,value,metadata
52,go_nogo_trial_complete,EVENT,504086.468,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 0, ""condition"": ""go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": false, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.43949740001698956, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504086.4951663, ""stimulus_offset_monotonic"": 504086.468, ""stimulus_onset_lsl_timestamp"": 504085.6865337, ""stimulus_onset_monotonic"": 504085.656, ""task"": ""go_nogo""}"
53,go_nogo_stimulus_onset_53_go_star_yellow,EVENT,504087.203,,"{""color"": ""yellow"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504087.2250242, ""expected_visual_onset_monotonic"": 504087.203, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504087.2250242, ""flip_monotonic"": 504087.203, ""is_no_go"": false, ""lsl_timestamp"": 504087.2250242, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""star"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
53,button_press,EVENT,504087.6405258,space,"{""is_response_key"": true, ""lsl_timestamp"": 504087.66255, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.43752580002183095, ""rt_seconds"": 0.43752580002183095}"
53,go_nogo_stimulus_offset_53_go_star_yellow,EVENT,504088.0,,"{""color"": ""yellow"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504088.0338496, ""expected_visual_onset_monotonic"": 504088.0, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504088.0338496, ""flip_monotonic"": 504088.0, ""is_no_go"": false, ""lsl_timestamp"": 504088.0338496, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""star"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
53,go_nogo_trial_complete,EVENT,504088.015,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 0, ""condition"": ""go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": false, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.43752580002183095, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504088.0338496, ""stimulus_offset_monotonic"": 504088.0, ""stimulus_onset_lsl_timestamp"": 504087.2250242, ""stimulus_onset_monotonic"": 504087.203, ""task"": ""go_nogo""}"
54,go_nogo_stimulus_onset_54_nogo_x_white,EVENT,504088.734,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504088.7689023, ""expected_visual_onset_monotonic"": 504088.734, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504088.7689023, ""flip_monotonic"": 504088.734, ""is_no_go"": true, ""lsl_timestamp"": 504088.7689023, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
54,button_press,EVENT,504089.0980544,space,"{""is_response_key"": true, ""lsl_timestamp"": 504089.1329567, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.3640544000081718, ""rt_seconds"": 0.3640544000081718}"
54,go_nogo_stimulus_offset_54_nogo_x_white,EVENT,504089.546,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504089.577472, ""expected_visual_onset_monotonic"": 504089.546, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504089.577472, ""flip_monotonic"": 504089.546, ""is_no_go"": true, ""lsl_timestamp"": 504089.577472, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
54,go_nogo_trial_complete,EVENT,504089.562,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 1, ""condition"": ""no_go"", ""correct"": false, ""correct_press"": 0, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": true, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.3640544000081718, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504089.577472, ""stimulus_offset_monotonic"": 504089.546, ""stimulus_onset_lsl_timestamp"": 504088.7689023, ""stimulus_onset_monotonic"": 504088.734, ""task"": ""go_nogo""}"
55,go_nogo_stimulus_onset_55_nogo_x_white,EVENT,504090.296,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504090.3216875, ""expected_visual_onset_monotonic"": 504090.296, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504090.3216875, ""flip_monotonic"": 504090.296, ""is_no_go"": true, ""lsl_timestamp"": 504090.3216875, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
55,go_nogo_stimulus_offset_55_nogo_x_white,EVENT,504091.109,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504091.1389401, ""expected_visual_onset_monotonic"": 504091.109, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504091.1389401, ""flip_monotonic"": 504091.109, ""is_no_go"": true, ""lsl_timestamp"": 504091.1389401, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
55,go_nogo_trial_complete,EVENT,504091.109,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 0, ""commission_error"": 0, ""condition"": ""no_go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": true, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": null, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504091.1389401, ""stimulus_offset_monotonic"": 504091.109, ""stimulus_onset_lsl_timestamp"": 504090.3216875, ""stimulus_onset_monotonic"": 504090.296, ""task"": ""go_nogo""}"
56,go_nogo_stimulus_onset_56_go_square_blue,EVENT,504091.843,,"{""color"": ""blue"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504091.8686047, ""expected_visual_onset_monotonic"": 504091.843, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504091.8686047, ""flip_monotonic"": 504091.843, ""is_no_go"": false, ""lsl_timestamp"": 504091.8686047, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""square"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
56,button_press,EVENT,504092.4363816,space,"{""is_response_key"": true, ""lsl_timestamp"": 504092.4619863, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.5933815999887884, ""rt_seconds"": 0.5933815999887884}"
56,go_nogo_stimulus_offset_56_go_square_blue,EVENT,504092.656,,"{""color"": ""blue"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504092.689632, ""expected_visual_onset_monotonic"": 504092.656, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504092.689632, ""flip_monotonic"": 504092.656, ""is_no_go"": false, ""lsl_timestamp"": 504092.689632, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""square"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
56,go_nogo_trial_complete,EVENT,504092.671,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 0, ""condition"": ""go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": false, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.5933815999887884, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504092.689632, ""stimulus_offset_monotonic"": 504092.656, ""stimulus_onset_lsl_timestamp"": 504091.8686047, ""stimulus_onset_monotonic"": 504091.843, ""task"": ""go_nogo""}"
57,go_nogo_stimulus_onset_57_go_triangle_magenta,EVENT,504093.39,,"{""color"": ""magenta"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504093.4193716, ""expected_visual_onset_monotonic"": 504093.39, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504093.4193716, ""flip_monotonic"": 504093.39, ""is_no_go"": false, ""lsl_timestamp"": 504093.4193716, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""triangle"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
57,button_press,EVENT,504093.7530842,space,"{""is_response_key"": true, ""lsl_timestamp"": 504093.7824558, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.36308420001296327, ""rt_seconds"": 0.36308420001296327}"
57,go_nogo_stimulus_offset_57_go_triangle_magenta,EVENT,504094.203,,"{""color"": ""magenta"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504094.227665, ""expected_visual_onset_monotonic"": 504094.203, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504094.227665, ""flip_monotonic"": 504094.203, ""is_no_go"": false, ""lsl_timestamp"": 504094.227665, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""triangle"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
57,go_nogo_trial_complete,EVENT,504094.203,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 0, ""condition"": ""go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": false, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.36308420001296327, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504094.227665, ""stimulus_offset_monotonic"": 504094.203, ""stimulus_onset_lsl_timestamp"": 504093.4193716, ""stimulus_onset_monotonic"": 504093.39, ""task"": ""go_nogo""}"
58,go_nogo_stimulus_onset_58_nogo_x_white,EVENT,504094.937,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504094.9690427, ""expected_visual_onset_monotonic"": 504094.937, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504094.9690427, ""flip_monotonic"": 504094.937, ""is_no_go"": true, ""lsl_timestamp"": 504094.9690427, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
58,go_nogo_stimulus_offset_58_nogo_x_white,EVENT,504095.75,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504095.7785235, ""expected_visual_onset_monotonic"": 504095.75, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504095.7785235, ""flip_monotonic"": 504095.75, ""is_no_go"": true, ""lsl_timestamp"": 504095.7785235, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
58,go_nogo_trial_complete,EVENT,504095.75,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 0, ""commission_error"": 0, ""condition"": ""no_go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": true, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": null, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504095.7785235, ""stimulus_offset_monotonic"": 504095.75, ""stimulus_onset_lsl_timestamp"": 504094.9690427, ""stimulus_onset_monotonic"": 504094.937, ""task"": ""go_nogo""}"
59,go_nogo_stimulus_onset_59_nogo_x_white,EVENT,504096.5,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504096.5245066, ""expected_visual_onset_monotonic"": 504096.5, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504096.5245066, ""flip_monotonic"": 504096.5, ""is_no_go"": true, ""lsl_timestamp"": 504096.5245066, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
59,button_press,EVENT,504097.1975283,space,"{""is_response_key"": true, ""lsl_timestamp"": 504097.2220349, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.6975282999919727, ""rt_seconds"": 0.6975282999919727}"
59,go_nogo_stimulus_offset_59_nogo_x_white,EVENT,504097.312,,"{""color"": ""white"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504097.3417456, ""expected_visual_onset_monotonic"": 504097.312, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504097.3417456, ""flip_monotonic"": 504097.312, ""is_no_go"": true, ""lsl_timestamp"": 504097.3417456, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""x"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
59,go_nogo_trial_complete,EVENT,504097.312,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 1, ""condition"": ""no_go"", ""correct"": false, ""correct_press"": 0, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": true, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.6975282999919727, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504097.3417456, ""stimulus_offset_monotonic"": 504097.312, ""stimulus_onset_lsl_timestamp"": 504096.5245066, ""stimulus_onset_monotonic"": 504096.5, ""task"": ""go_nogo""}"
60,go_nogo_stimulus_onset_60_go_triangle_blue,EVENT,504098.046,,"{""color"": ""blue"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504098.0701311, ""expected_visual_onset_monotonic"": 504098.046, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504098.0701311, ""flip_monotonic"": 504098.046, ""is_no_go"": false, ""lsl_timestamp"": 504098.0701311, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""triangle"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
60,button_press,EVENT,504098.5880167,space,"{""is_response_key"": true, ""lsl_timestamp"": 504098.61214780004, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.5420167000265792, ""rt_seconds"": 0.5420167000265792}"
60,go_nogo_stimulus_offset_60_go_triangle_blue,EVENT,504098.843,,"{""color"": ""blue"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504098.8792238, ""expected_visual_onset_monotonic"": 504098.843, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504098.8792238, ""flip_monotonic"": 504098.843, ""is_no_go"": false, ""lsl_timestamp"": 504098.8792238, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""triangle"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
60,go_nogo_trial_complete,EVENT,504098.859,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 0, ""condition"": ""go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": false, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.5420167000265792, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504098.8792238, ""stimulus_offset_monotonic"": 504098.843, ""stimulus_onset_lsl_timestamp"": 504098.0701311, ""stimulus_onset_monotonic"": 504098.046, ""task"": ""go_nogo""}"
61,go_nogo_stimulus_onset_61_go_hexagon_magenta,EVENT,504099.578,,"{""color"": ""magenta"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504099.609437, ""expected_visual_onset_monotonic"": 504099.578, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504099.609437, ""flip_monotonic"": 504099.578, ""is_no_go"": false, ""lsl_timestamp"": 504099.609437, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""hexagon"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
61,button_press,EVENT,504100.27002,space,"{""is_response_key"": true, ""lsl_timestamp"": 504100.301457, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.6920200000167824, ""rt_seconds"": 0.6920200000167824}"
61,go_nogo_stimulus_offset_61_go_hexagon_magenta,EVENT,504100.39,,"{""color"": ""magenta"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504100.4177191, ""expected_visual_onset_monotonic"": 504100.39, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504100.4177191, ""flip_monotonic"": 504100.39, ""is_no_go"": false, ""lsl_timestamp"": 504100.4177191, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""hexagon"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
61,go_nogo_trial_complete,EVENT,504100.39,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 0, ""condition"": ""go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": false, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.6920200000167824, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504100.4177191, ""stimulus_offset_monotonic"": 504100.39, ""stimulus_onset_lsl_timestamp"": 504099.609437, ""stimulus_onset_monotonic"": 504099.578, ""task"": ""go_nogo""}"
62,go_nogo_stimulus_onset_62_go_star_blue,EVENT,504101.125,,"{""color"": ""blue"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504101.1601239, ""expected_visual_onset_monotonic"": 504101.125, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504101.1601239, ""flip_monotonic"": 504101.125, ""is_no_go"": false, ""lsl_timestamp"": 504101.1601239, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""star"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
62,button_press,EVENT,504101.5547969,space,"{""is_response_key"": true, ""lsl_timestamp"": 504101.5899208, ""marker_push_latency_ms"": 0.0, ""rt_from_flip_seconds"": 0.4297969000181183, ""rt_seconds"": 0.4297969000181183}"
62,go_nogo_stimulus_offset_62_go_star_blue,EVENT,504101.937,,"{""color"": ""blue"", ""expected_frame_interval_ms"": 16.670639999210835, ""expected_refresh_rate_hz"": 60.0, ""expected_visual_onset_lsl_timestamp"": 504101.9693494, ""expected_visual_onset_monotonic"": 504101.937, ""expected_visual_onset_uncertainty_ms"": 8.335319999605417, ""fixed_display_latency_ms"": 0.0, ""flip_lsl_timestamp"": 504101.9693494, ""flip_monotonic"": 504101.937, ""is_no_go"": false, ""lsl_timestamp"": 504101.9693494, ""marker_push_latency_ms"": 0.0, ""measured_refresh_rate_hz"": 59.98569941210048, ""photodiode_verification_enabled"": false, ""scheduled_on_flip"": true, ""shape"": ""star"", ""timing_model"": ""psychopy_callOnFlip_plus_fixed_display_latency""}"
62,go_nogo_trial_complete,EVENT,504101.953,,"{""attention_challenge"": {""enabled"": false, ""expected_state"": ""normal"", ""is_cue_trial"": false}, ""button_press_count"": 1, ""commission_error"": 0, ""condition"": ""go"", ""correct"": true, ""correct_press"": 1, ""event_type_name"": ""go_nogo_trial_complete"", ""is_no_go"": false, ""omission_error"": 0, ""practice"": false, ""reaction_time_seconds"": 0.4297969000181183, ""schema_version"": 1, ""session_dir"": ""C:\\Users\\Surettej\\Documents\\Codespace\\eegle\\data\\participants\\sub-001-calibration\\sessions\\2026-07-14\\attention_lapse_go_nogo8_observe_only\\go_nogo\\run-20260714T125304"", ""source"": ""task.go_nogo"", ""stimulus_offset_lsl_timestamp"": 504101.9693494, ""stimulus_offset_monotonic"": 504101.937, ""stimulus_onset_lsl_timestamp"": 504101.1601239, ""stimulus_onset_monotonic"": 504101.125, ""task"": ""go_nogo""}"
