trial,model_id,model_role,model_kind,target,probability_no_go,probability_attention_lapse,canonical_label,canonical_attention_lapse_label,canonical_slow_go_rt,canonical_omission_error,canonical_commission_error,canonical_composite_lapse
49,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
49,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601026247422969,0,0,0,0,0,0
49,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5299296085921277,0,0,0,0,0,0
50,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.999999955961861,0,0,0,0,0,0
50,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.055888278044522705,0,0,0,0,0,0
50,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
50,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010214746735706,0,0,0,0,0,0
50,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5160186595944795,0,0,0,0,0,0
51,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.9999999990974251,1,0,0,0,0,0
51,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.2111850710718737,1,0,0,0,0,0
51,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
51,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601025286163755,1,0,0,0,0,0
51,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5378997396387277,1,0,0,0,0,0
52,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,7.852965924608044e-65,1,0,0,0,1,1
52,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.06962008910180002,1,0,0,0,1,1
52,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,1,1
52,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601039383799901,1,0,0,0,1,1
52,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5520379757602809,1,0,0,0,1,1
53,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
53,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.09897467695680856,0,0,0,0,0,0
53,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
53,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010225498721985,0,0,0,0,0,0
53,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5625314090869024,0,0,0,0,0,0
54,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,2.438459246747395e-269,0,0,0,0,0,0
54,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.28154062758912907,0,0,0,0,0,0
54,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
54,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601022924996333,0,0,0,0,0,0
54,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5479331729271982,0,0,0,0,0,0
55,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
55,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.4777468061744096,0,0,0,0,0,0
55,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
55,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601019424070183,0,0,0,0,0,0
55,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5203442314109817,0,0,0,0,0,0
56,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
56,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.6620169018838212,0,0,0,0,0,0
56,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
56,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010227187569286,0,0,0,0,0,0
56,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5296628900698226,0,0,0,0,0,0
57,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.2433137103450272e-123,0,0,0,0,0,0
57,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.2357051222081388,0,0,0,0,0,0
57,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
57,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010295887065195,0,0,0,0,0,0
57,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.48204568254169305,0,0,0,0,0,0
58,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.1855244928900548e-74,0,0,0,0,0,0
58,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.09060163577112859,0,0,0,0,0,0
58,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
58,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601025789980328,0,0,0,0,0,0
58,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5580014001063877,0,0,0,0,0,0
59,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
59,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.11186318709888231,0,0,0,0,0,0
59,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
59,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010257339655775,0,0,0,0,0,0
59,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5594538421181721,0,0,0,0,0,0
60,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
60,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.27885714396509187,0,0,0,0,0,0
60,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
60,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601027092943808,0,0,0,0,0,0
60,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.527694308977641,0,0,0,0,0,0
61,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,1,1,0,0,1
61,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.34237650005886033,0,1,1,0,0,1
61,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,1,1,0,0,1
61,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010252015490927,0,1,1,0,0,1
61,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.502819511955673,0,1,1,0,0,1
62,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,1,1,0,0,1
62,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.21016514961714802,0,1,1,0,0,1
62,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,1,1,0,0,1
62,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601029254851086,0,1,1,0,0,1
62,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.524448758598711,0,1,1,0,0,1
63,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,1,1,0,0,1
63,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.13647821313297046,0,1,1,0,0,1
63,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,1,1,0,0,1
63,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601022368044549,0,1,1,0,0,1
63,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5499578807405161,0,1,1,0,0,1
64,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.004206890768782e-116,0,1,1,0,0,1
64,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.24121316678604257,0,1,1,0,0,1
64,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,1,1,0,0,1
64,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010394154528156,0,1,1,0,0,1
64,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5149953528720946,0,1,1,0,0,1
65,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,3.9754026171176984e-233,1,0,0,0,1,1
65,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.2602877748753613,1,0,0,0,1,1
65,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,1,1
65,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010351776719044,1,0,0,0,1,1
65,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5004232785584667,1,0,0,0,1,1
66,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
66,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.13792820479106555,0,0,0,0,0,0
66,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
66,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601022191415002,0,0,0,0,0,0
66,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.4677563332400159,0,0,0,0,0,0
67,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
67,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.30339506520856535,0,0,0,0,0,0
67,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
67,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601021987527701,0,0,0,0,0,0
67,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.475534441518474,0,0,0,0,0,0
68,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,3.3922558302429875e-285,0,0,0,0,0,0
68,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.119125149827484,0,0,0,0,0,0
68,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
68,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010230803742797,0,0,0,0,0,0
68,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5021356614812191,0,0,0,0,0,0
69,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,3.5938351033393415e-62,1,0,0,0,1,1
69,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.2770856110569989,1,0,0,0,1,1
69,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,1,1
69,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601019652028107,1,0,0,0,1,1
69,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5296096570863282,1,0,0,0,1,1
70,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
70,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.02966125360322522,0,0,0,0,0,0
70,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
70,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601050395017559,0,0,0,0,0,0
70,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5030900386706046,0,0,0,0,0,0
71,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,4.341328283396571e-162,0,1,1,0,0,1
71,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.2718574972682537,0,1,1,0,0,1
71,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,1,1,0,0,1
71,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601019141837686,0,1,1,0,0,1
71,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5319693165321441,0,1,1,0,0,1
72,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,7.23210472290026e-29,0,0,0,0,0,0
72,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.5997347578466227,0,0,0,0,0,0
72,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
72,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601015516994397,0,0,0,0,0,0
72,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.4965843856802299,0,0,0,0,0,0
73,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,5.14183431530434e-296,0,0,0,0,0,0
73,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.10691783859391288,0,0,0,0,0,0
73,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
73,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010342297431633,0,0,0,0,0,0
73,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5212020169635863,0,0,0,0,0,0
74,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.4815868363079506e-135,0,0,0,0,0,0
74,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.1775825057509414,0,0,0,0,0,0
74,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
74,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601016152968785,0,0,0,0,0,0
74,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5118006640672753,0,0,0,0,0,0
75,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,1,0,0,0,0,0
75,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.2106400903529599,1,0,0,0,0,0
75,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
75,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010245913375336,1,0,0,0,0,0
75,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.4971303714734801,1,0,0,0,0,0
76,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,4.892700402096946e-124,0,0,0,0,0,0
76,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.12563952410762644,0,0,0,0,0,0
76,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
76,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601027580122475,0,0,0,0,0,0
76,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.4882634610624379,0,0,0,0,0,0
77,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,1,0,0,0,1,1
77,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.13601253947383976,1,0,0,0,1,1
77,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,1,1
77,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010239908229095,1,0,0,0,1,1
77,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.4901757182723526,1,0,0,0,1,1
78,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,8.663225240873438e-49,0,0,0,0,0,0
78,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.08440709223997377,0,0,0,0,0,0
78,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
78,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010257502502444,0,0,0,0,0,0
78,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5271380799723285,0,0,0,0,0,0
79,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.6384920383151937e-222,1,0,0,0,0,0
79,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.3285564647754234,1,0,0,0,0,0
79,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
79,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010229479228154,1,0,0,0,0,0
79,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5394846682474276,1,0,0,0,0,0
80,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,2.823821821152543e-150,0,0,0,0,0,0
80,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.19718132088339527,0,0,0,0,0,0
80,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
80,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.460103351198669,0,0,0,0,0,0
80,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.507272723094985,0,0,0,0,0,0
81,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
81,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.18828706004677323,1,0,0,0,0,0
81,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
81,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601025773344176,1,0,0,0,0,0
81,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5421817334861858,1,0,0,0,0,0
82,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
82,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.27555659585539866,0,0,0,0,0,0
82,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
82,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010364755633326,0,0,0,0,0,0
82,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5347294305851636,0,0,0,0,0,0
83,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
83,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.09376998578032174,0,0,0,0,0,0
83,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
83,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010210728290424,0,0,0,0,0,0
83,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5393146197678791,0,0,0,0,0,0
84,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
84,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.114586846702253,0,0,0,0,0,0
84,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
84,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601025081273788,0,0,0,0,0,0
84,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5364855954721067,0,0,0,0,0,0
85,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,8.979199381091163e-08,0,0,0,0,0,0
85,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.10356451200484512,0,0,0,0,0,0
85,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
85,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601023193198508,0,0,0,0,0,0
85,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5441571256003652,0,0,0,0,0,0
86,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
86,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.10556774379858384,0,0,0,0,0,0
86,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
86,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010339443369513,0,0,0,0,0,0
86,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5324995058872748,0,0,0,0,0,0
87,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
87,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.02035586576880769,0,0,0,0,0,0
87,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
87,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010273203793906,0,0,0,0,0,0
87,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5300303981984238,0,0,0,0,0,0
88,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
88,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.05656305152800615,1,0,0,0,0,0
88,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
88,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601021291066141,1,0,0,0,0,0
88,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5043571084479271,1,0,0,0,0,0
89,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,1,0,0,0,0,0
89,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.09327013656623334,1,0,0,0,0,0
89,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
89,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010236756318434,1,0,0,0,0,0
89,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5113086699266197,1,0,0,0,0,0
90,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.2834522436860457e-125,0,0,0,0,0,0
90,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.20314865473262098,0,0,0,0,0,0
90,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
90,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601025149426702,0,0,0,0,0,0
90,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.4815679448798059,0,0,0,0,0,0
91,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,6.818045714799655e-43,0,0,0,0,0,0
91,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.07303788445739358,0,0,0,0,0,0
91,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
91,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010320091939644,0,0,0,0,0,0
91,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.46674535130679606,0,0,0,0,0,0
92,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,4.63136379774289e-23,1,0,0,0,0,0
92,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.03849791834607862,1,0,0,0,0,0
92,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
92,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010247571966734,1,0,0,0,0,0
92,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5378618745893627,1,0,0,0,0,0
93,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.8754761572818575e-202,0,0,0,0,0,0
93,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.05101452609192568,0,0,0,0,0,0
93,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,0,0,0
93,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010228623123356,0,0,0,0,0,0
93,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5203344436015074,0,0,0,0,0,0
94,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
94,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.05122220785133247,1,0,0,0,0,0
94,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
94,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.46010202594481137,1,0,0,0,0,0
94,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5311983764733479,1,0,0,0,0,0
95,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,1,0,1
95,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.16036660286631155,0,0,0,1,0,1
95,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,0,0,0,1,0,1
95,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601025026446874,0,0,0,1,0,1
95,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5438234115573488,0,0,0,1,0,1
96,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.1369992554478637e-39,1,0,0,0,0,0
96,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.8219215002287547,1,0,0,0,0,0
96,shadow-foundation_head_logreg,shadow,foundation_head_logreg,attention_lapse_binary,,0.0,1,0,0,0,0,0
96,shadow-foundation_prototype,shadow,foundation_prototype,attention_lapse_binary,,0.4601023884871414,1,0,0,0,0,0
96,shadow-torch_eegnet,shadow,torch_eegnet,attention_lapse_binary,,0.5368974245124837,1,0,0,0,0,0
97,primary,primary,causal_bandpower_logreg,attention_lapse_binary,,1.0,0,0,0,0,0,0
97,shadow-riemann_tangent_logreg,shadow,riemann_tangent_logreg,attention_lapse_binary,,0.0431071126262658,0,0,0,0,0,0
