global_trial_index,phase,is_practice,stimulus_onset_monotonic,stimulus_onset_lsl,scheduled_response_window_close_monotonic,scheduled_response_window_close_lsl,response_window_close_monotonic,response_window_close_lsl,response_window_close_overshoot_seconds,scheduled_next_trial_onset_monotonic,actual_next_trial_onset_monotonic,actual_next_trial_onset_lsl,actual_trial_duration_seconds,actual_trial_duration_lsl_seconds,next_onset_schedule_drift_seconds,planned_break_after_trial,probe_after,timing_semantics_version,timing_finalization_status
-42,practice,1,1296507.031,1296507.2224983,1296508.631,1296508.8224983,1296508.64,1296508.8280994,0.008999999845400453,1296508.631,1296509.078,1296509.2635946,2.047000000020489,2.0410962998867035,0.44699999992735684,0,,2,measured_from_next_stimulus_flip
-43,practice,1,1296509.078,1296509.2635946,1296510.678,1296510.8635946,1296510.687,1296510.8731173,0.008999999845400453,1296510.678,1296511.125,1296511.3133367,2.047000000020489,2.0497421000618488,0.44699999992735684,0,,2,measured_from_next_stimulus_flip
-44,practice,1,1296511.125,1296511.3133367,1296512.725,1296512.9133367,1296512.734,1296512.9207719,0.008999999845400453,1296512.725,1296513.171,1296513.365978,2.046000000089407,2.052641300018877,0.4459999999962747,0,,2,measured_from_next_stimulus_flip
-45,practice,1,1296513.171,1296513.365978,1296514.7710000002,1296514.965978,1296514.781,1296514.9681157,0.009999999776482582,1296514.7710000002,1296515.218,1296515.4194432,2.047000000020489,2.053465200122446,0.44699999992735684,0,,2,measured_from_next_stimulus_flip
-46,practice,1,1296515.218,1296515.4194432,1296516.8180000002,1296517.0194432002,1296516.828,1296517.0139155,0.009999999776482582,1296516.8180000002,1296517.25,1296517.4451645,2.031999999890104,2.0257212999276817,0.4319999997969717,0,,2,measured_from_next_stimulus_flip
-47,practice,1,1296517.25,1296517.4451645,1296518.85,1296519.0451645001,1296518.859,1296519.0475585,0.008999999845400453,1296518.85,1296519.312,1296519.512402,2.0619999999180436,2.0672374998684973,0.46199999982491136,0,,2,measured_from_next_stimulus_flip
-48,practice,1,1296519.312,1296519.512402,1296520.912,1296521.112402,1296520.921,1296521.1090814,0.009000000078231096,1296520.912,1296521.359,1296521.5469048,2.047000000020489,2.034502800088376,0.44699999992735684,0,,2,measured_from_next_stimulus_flip
-49,practice,1,1296521.359,1296521.5469048,1296522.959,1296523.1469048,1296522.968,1296523.1543679,0.009000000078231096,1296522.959,1296523.406,1296523.6012345,2.047000000020489,2.054329700069502,0.44699999992735684,0,,2,measured_from_next_stimulus_flip
-50,practice,1,1296523.406,1296523.6012345,1296525.006,1296525.2012345002,1296525.015,1296525.2019073,0.008999999845400453,1296525.006,1296525.468,1296525.6551565,2.0620000001508743,2.053921999875456,0.462000000057742,0,,2,measured_from_next_stimulus_flip
-51,practice,1,1296525.468,1296525.6551565,1296527.0680000002,1296527.2551565,1296527.078,1296527.2647471,0.009999999776482582,1296527.0680000002,1296527.515,1296527.7144378,2.0469999997876585,2.059281300054863,0.4469999996945262,0,,2,measured_from_next_stimulus_flip
-52,practice,1,1296527.515,1296527.7144378,1296529.115,1296529.3144378,1296529.125,1296529.3103693,0.010000000009313226,1296529.115,1296529.578,1296529.7768154,2.0630000000819564,2.0623775999993086,0.46299999998882413,0,,2,measured_from_next_stimulus_flip
-53,practice,1,1296529.578,1296529.7768154,1296531.178,1296531.3768154,1296531.187,1296531.3741739,0.008999999845400453,1296531.178,1296531.64,1296531.8316946,2.0619999999180436,2.054879199946299,0.46199999982491136,0,,2,measured_from_next_stimulus_flip
-54,practice,1,1296531.64,1296531.8316946,1296533.24,1296533.4316946,1296533.25,1296533.4370297,0.010000000009313226,1296533.24,1296533.687,1296533.8837184,2.047000000020489,2.0520238000899553,0.44699999992735684,0,,2,measured_from_next_stimulus_flip
-55,practice,1,1296533.687,1296533.8837184,1296535.287,1296535.4837184001,1296535.296,1296535.4839763,0.009000000078231096,1296535.287,1296535.734,1296535.9341329,2.047000000020489,2.05041450005956,0.44699999992735684,0,,2,measured_from_next_stimulus_flip
-56,practice,1,1296535.734,1296535.9341329,1296537.334,1296537.5341329002,1296537.343,1296537.5294306,0.009000000078231096,1296537.334,1296537.796,1296537.995125,2.0620000001508743,2.0609920998103917,0.462000000057742,0,,2,measured_from_next_stimulus_flip
-57,practice,1,1296537.796,1296537.995125,1296539.3960000002,1296539.595125,1296539.406,1296539.5927621,0.009999999776482582,1296539.3960000002,1296539.875,1296540.0623655,2.078999999910593,2.0672405001241714,0.4789999998174608,0,,2,measured_from_next_stimulus_flip
-58,practice,1,1296539.875,1296540.0623655,1296541.475,1296541.6623655001,1296541.484,1296541.6707023,0.008999999845400453,1296541.475,1296541.953,1296542.1509795,2.077999999979511,2.08861400000751,0.47799999988637865,0,,2,measured_from_next_stimulus_flip
-59,practice,1,1296541.953,1296542.1509795,1296543.553,1296543.7509795001,1296543.562,1296543.7495669,0.008999999845400453,1296543.553,1296544.015,1296544.2069432,2.0619999999180436,2.0559636999387294,0.46199999982491136,0,,2,measured_from_next_stimulus_flip
-60,practice,1,1296544.015,1296544.2069432,1296545.615,1296545.8069432,1296545.625,1296545.8108723,0.010000000009313226,1296545.615,1296601.484,1296601.6775874,57.46900000004098,57.47064419998787,55.868999999947846,0,,2,measured_from_next_stimulus_flip
1,support,0,1296601.484,1296601.6775874,1296603.084,1296603.2775874,1296603.093,1296603.2815715,0.009000000078231096,1296603.084,1296603.171,1296603.3607006,1.6870000001508743,1.6831132001243532,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
2,support,0,1296603.171,1296603.3607006,1296604.7710000002,1296604.9607006002,1296604.781,1296604.967032,0.009999999776482582,1296604.7710000002,1296604.843,1296605.0422044,1.672000000020489,1.681503799976781,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
