global_trial_index,phase,is_practice,stimulus_onset_monotonic,stimulus_onset_lsl,scheduled_response_window_close_monotonic,scheduled_response_window_close_lsl,response_window_close_monotonic,response_window_close_lsl,response_window_close_overshoot_seconds,scheduled_next_trial_onset_monotonic,actual_next_trial_onset_monotonic,actual_next_trial_onset_lsl,actual_trial_duration_seconds,actual_trial_duration_lsl_seconds,next_onset_schedule_drift_seconds,planned_break_after_trial,probe_after,timing_semantics_version,timing_finalization_status
131,support,0,1296819.687,1296819.8860224,1296821.287,1296821.4860224002,1296821.296,1296821.4835834,0.009000000078231096,1296821.287,1296821.359,1296821.558939,1.672000000020489,1.6729165997821838,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
132,support,0,1296821.359,1296821.558939,1296822.959,1296823.158939,1296822.968,1296823.1544491,0.009000000078231096,1296822.959,1296823.031,1296823.2255605,1.672000000020489,1.666621500160545,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
133,support,0,1296823.031,1296823.2255605,1296824.631,1296824.8255605001,1296824.64,1296824.8262932,0.008999999845400453,1296824.631,1296824.703,1296824.9005525,1.672000000020489,1.6749919999856502,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
134,support,0,1296824.703,1296824.9005525,1296826.303,1296826.5005525001,1296826.312,1296826.497899,0.008999999845400453,1296826.303,1296826.375,1296826.5658545,1.672000000020489,1.6653020000085235,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
135,support,0,1296826.375,1296826.5658545,1296827.975,1296828.1658545001,1296827.984,1296828.1712066,0.008999999845400453,1296827.975,1296828.062,1296828.2635205,1.6869999999180436,1.6976659998763353,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
136,support,0,1296828.062,1296828.2635205,1296829.662,1296829.8635205,1296829.671,1296829.8573526,0.009000000078231096,1296829.662,1296829.75,1296829.9357443,1.6880000000819564,1.6722238000947982,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
137,support,0,1296829.75,1296829.9357443,1296831.35,1296831.5357443,1296831.359,1296831.5457211,0.008999999845400453,1296831.35,1296831.437,1296831.6368122,1.6869999999180436,1.7010679000522941,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
138,support,0,1296831.437,1296831.6368122,1296833.037,1296833.2368122002,1296833.046,1296833.2324241,0.009000000078231096,1296833.037,1296833.109,1296833.3013653,1.672000000020489,1.6645531000103801,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
139,support,0,1296833.109,1296833.3013653,1296834.709,1296834.9013653002,1296834.718,1296834.904982,0.009000000078231096,1296834.709,1296834.781,1296834.9731766,1.672000000020489,1.6718112998642027,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
140,support,0,1296834.781,1296834.9731766,1296836.381,1296836.5731766,1296836.39,1296836.5766974,0.008999999845400453,1296836.381,1296836.453,1296836.6446457,1.672000000020489,1.6714691000524908,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
141,support,0,1296836.453,1296836.6446457,1296838.053,1296838.2446457,1296838.062,1296838.2485699,0.008999999845400453,1296838.053,1296838.156,1296838.3431871,1.702999999979511,1.6985414000228047,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
142,support,0,1296838.156,1296838.3431871,1296839.756,1296839.9431871,1296839.765,1296839.9510513,0.008999999845400453,1296839.756,1296839.828,1296840.0271119,1.672000000020489,1.6839248000178486,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
143,support,0,1296839.828,1296840.0271119,1296841.428,1296841.6271119001,1296841.437,1296841.6231835,0.008999999845400453,1296841.428,1296841.5,1296841.6860026,1.672000000020489,1.658890699967742,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
144,support,0,1296841.5,1296841.6860026,1296843.1,1296843.2860026,1296843.109,1296843.29614,0.008999999845400453,1296843.1,1296843.187,1296843.3745611,1.6869999999180436,1.688558500027284,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
145,support,0,1296843.187,1296843.3745611,1296844.787,1296844.9745611001,1296844.796,1296844.9829009,0.009000000078231096,1296844.787,1296844.875,1296845.061703,1.6880000000819564,1.6871418999508023,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
146,support,0,1296844.875,1296845.061703,1296846.475,1296846.661703,1296846.484,1296846.6697584,0.008999999845400453,1296846.475,1296846.546,1296846.7437971,1.671000000089407,1.682094099931419,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
147,support,0,1296846.546,1296846.7437971,1296848.1460000002,1296848.3437971,1296848.156,1296848.3416957,0.009999999776482582,1296848.1460000002,1296848.25,1296848.4359602,1.703999999910593,1.6921631000004709,0.10399999981746078,0,0,2,measured_from_next_stimulus_flip
148,support,0,1296848.25,1296848.4359602,1296849.85,1296850.0359602,1296849.859,1296850.0471475,0.008999999845400453,1296849.85,1296849.921,1296850.1196237,1.671000000089407,1.683663500007242,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
149,support,0,1296849.921,1296850.1196237,1296851.5210000002,1296851.7196237,1296851.531,1296851.7169096,0.009999999776482582,1296851.5210000002,1296851.609,1296851.8021696,1.6879999998491257,1.682545900112018,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
150,support,0,1296851.609,1296851.8021696,1296853.209,1296853.4021696001,1296853.218,1296853.4051688,0.009000000078231096,1296853.209,1296853.281,1296853.4751216,1.672000000020489,1.6729520000517368,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
151,support,0,1296853.281,1296853.4751216,1296854.881,1296855.0751216002,1296854.89,1296855.0760736,0.008999999845400453,1296854.881,1296854.968,1296855.1576995,1.6870000001508743,1.6825778998900205,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
152,support,0,1296854.968,1296855.1576995,1296856.5680000002,1296856.7576995,1296856.578,1296856.7644827,0.009999999776482582,1296856.5680000002,1296856.64,1296856.8356811,1.6719999997876585,1.6779815999325365,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
153,support,0,1296856.64,1296856.8356811,1296858.24,1296858.4356811,1296858.25,1296858.4360964,0.010000000009313226,1296858.24,1296858.328,1296858.5176574,1.6880000000819564,1.6819763001985848,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
154,support,0,1296858.328,1296858.5176574,1296859.928,1296860.1176574002,1296859.937,1296860.1238773,0.008999999845400453,1296859.928,1296860.0,1296860.1946361,1.672000000020489,1.676978699862957,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
155,support,0,1296860.0,1296860.1946361,1296861.6,1296861.7946361,1296861.609,1296861.7948845,0.008999999845400453,1296861.6,1296861.703,1296861.898058,1.702999999979511,1.703421900048852,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
156,support,0,1296861.703,1296861.898058,1296863.303,1296863.498058,1296863.312,1296863.497969,0.008999999845400453,1296863.303,1296863.39,1296863.5771725,1.6869999999180436,1.6791145000606775,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
157,support,0,1296863.39,1296863.5771725,1296864.99,1296865.1771725002,1296865.0,1296865.1882418,0.010000000009313226,1296864.99,1296865.078,1296865.2755109,1.6880000000819564,1.6983383998740464,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
158,support,0,1296865.078,1296865.2755109,1296866.678,1296866.8755109,1296866.687,1296866.8745578,0.008999999845400453,1296866.678,1296866.75,1296866.9467106,1.672000000020489,1.671199700096622,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
159,support,0,1296866.75,1296866.9467106,1296868.35,1296868.5467106001,1296868.359,1296868.5473683,0.008999999845400453,1296868.35,1296868.437,1296868.6330999,1.6869999999180436,1.6863893000409007,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
160,support,0,1296868.437,1296868.6330999,1296870.037,1296870.2330999002,1296870.046,1296870.2330645,0.009000000078231096,1296870.037,1296870.125,1296870.3187584,1.6880000000819564,1.6856584998313338,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
161,support,0,1296870.125,1296870.3187584,1296871.725,1296871.9187584,1296871.734,1296871.9202735,0.008999999845400453,1296871.725,1296871.812,1296872.0134598,1.6869999999180436,1.6947014001198113,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
162,support,0,1296871.812,1296872.0134598,1296873.412,1296873.6134598001,1296873.421,1296873.6091544,0.009000000078231096,1296873.412,1296873.468,1296873.6693069,1.6560000001918525,1.6558470998425037,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
163,support,0,1296873.468,1296873.6693069,1296875.0680000002,1296875.2693069,1296875.078,1296875.2650434,0.009999999776482582,1296875.0680000002,1296875.14,1296875.3327232,1.6719999997876585,1.6634163002017885,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
164,support,0,1296875.14,1296875.3327232,1296876.74,1296876.9327232002,1296876.75,1296876.9358869,0.010000000009313226,1296876.74,1296876.828,1296877.0184369,1.6880000000819564,1.6857137000188231,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
165,support,0,1296876.828,1296877.0184369,1296878.428,1296878.6184369002,1296878.437,1296878.6226808,0.008999999845400453,1296878.428,1296878.515,1296878.7128712,1.6869999999180436,1.69443429983221,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
166,support,0,1296878.515,1296878.7128712,1296880.115,1296880.3128712,1296880.125,1296880.3126482,0.010000000009313226,1296880.115,1296880.187,1296880.3757352,1.672000000020489,1.6628640000708401,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
167,support,0,1296880.187,1296880.3757352,1296881.787,1296881.9757352,1296881.796,1296881.982445,0.009000000078231096,1296881.787,1296881.859,1296882.0585778,1.672000000020489,1.6828425999265164,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
168,support,0,1296881.859,1296882.0585778,1296883.459,1296883.6585778,1296883.468,1296883.6565428,0.009000000078231096,1296883.459,1296883.515,1296883.7165576,1.6559999999590218,1.6579798001330346,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
169,support,0,1296883.515,1296883.7165576,1296885.115,1296885.3165576002,1296885.125,1296885.3116214,0.010000000009313226,1296885.115,1296885.187,1296885.37742,1.672000000020489,1.660862399963662,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
170,support,0,1296885.187,1296885.37742,1296886.787,1296886.9774200001,1296886.796,1296886.9840759,0.009000000078231096,1296886.787,1296886.875,1296887.0608775,1.6880000000819564,1.6834575000684708,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
171,support,0,1296886.875,1296887.0608775,1296888.475,1296888.6608775002,1296888.484,1296888.6710113,0.008999999845400453,1296888.475,1296888.562,1296888.7588224,1.6869999999180436,1.6979448997881263,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
172,support,0,1296888.562,1296888.7588224,1296890.162,1296890.3588224,1296890.171,1296890.3597326,0.009000000078231096,1296890.162,1296890.234,1296890.4348548,1.672000000020489,1.6760324002243578,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
173,support,0,1296890.234,1296890.4348548,1296891.834,1296892.0348548002,1296891.843,1296892.0311786,0.009000000078231096,1296891.834,1296891.937,1296892.1305614,1.702999999979511,1.6957065998576581,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
174,support,0,1296891.937,1296892.1305614,1296893.537,1296893.7305614,1296893.546,1296893.7338523,0.009000000078231096,1296893.537,1296893.609,1296893.8095339,1.672000000020489,1.6789725001435727,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
175,support,0,1296893.609,1296893.8095339,1296895.209,1296895.4095339002,1296895.218,1296895.4048827,0.009000000078231096,1296895.209,1296895.296,1296895.4849914,1.6870000001508743,1.6754574999213219,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
176,support,0,1296895.296,1296895.4849914,1296896.8960000002,1296897.0849914001,1296896.906,1296897.0924565,0.009999999776482582,1296896.8960000002,1296896.984,1296897.1772595,1.6879999998491257,1.69226809986867,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
177,support,0,1296896.984,1296897.1772595,1296898.584,1296898.7772595,1296898.593,1296898.7813024,0.009000000078231096,1296898.584,1296898.687,1296898.8754374,1.702999999979511,1.6981779001653194,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
178,support,0,1296898.687,1296898.8754374,1296900.287,1296900.4754374002,1296900.296,1296900.4840517,0.009000000078231096,1296900.287,1296900.359,1296900.5572482,1.672000000020489,1.681810799986124,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
179,support,0,1296900.359,1296900.5572482,1296901.959,1296902.1572482002,1296901.968,1296902.1549354,0.009000000078231096,1296901.959,1296902.046,1296902.2422083,1.6870000001508743,1.6849600998684764,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
180,support,0,1296902.046,1296902.2422083,1296903.6460000002,1296903.8422083,1296903.656,1296903.8422957,0.009999999776482582,1296903.6460000002,1296903.718,1296903.9186304,1.672000000020489,1.6764221000485122,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
181,support,0,1296903.718,1296903.9186304,1296905.3180000002,1296905.5186304,1296905.328,1296905.5139005,0.009999999776482582,1296905.3180000002,1296905.406,1296905.5919264,1.6879999998491257,1.6732960001099855,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
182,support,0,1296905.406,1296905.5919264,1296907.006,1296907.1919264002,1296907.015,1296907.2037411,0.008999999845400453,1296907.006,1296907.093,1296907.2920757,1.6870000001508743,1.7001492998097092,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
183,support,0,1296907.093,1296907.2920757,1296908.6930000002,1296908.8920757,1296908.703,1296908.8886211,0.009999999776482582,1296908.6930000002,1296908.765,1296908.9664295,1.6719999997876585,1.674353800015524,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
184,support,0,1296908.765,1296908.9664295,1296910.365,1296910.5664295,1296910.375,1296910.5607333,0.010000000009313226,1296910.365,1296910.437,1296910.6353872,1.672000000020489,1.668957700021565,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
185,support,0,1296910.437,1296910.6353872,1296912.037,1296912.2353872,1296912.046,1296912.2324901,0.009000000078231096,1296912.037,1296912.109,1296912.3092444,1.672000000020489,1.673857199959457,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
186,support,0,1296912.109,1296912.3092444,1296913.709,1296913.9092444,1296913.718,1296913.9065797,0.009000000078231096,1296913.709,1296913.781,1296913.9771418,1.672000000020489,1.6678974002134055,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
187,support,0,1296913.781,1296913.9771418,1296915.381,1296915.5771418002,1296915.39,1296915.5768534,0.008999999845400453,1296915.381,1296915.437,1296915.6298222,1.6559999999590218,1.6526803998276591,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
188,support,0,1296915.437,1296915.6298222,1296917.037,1296917.2298222,1296917.046,1296917.2345282,0.009000000078231096,1296917.037,1296917.109,1296917.2958753,1.672000000020489,1.6660531000234187,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
189,support,0,1296917.109,1296917.2958753,1296918.709,1296918.8958753,1296918.718,1296918.9055014,0.009000000078231096,1296918.709,1296918.765,1296918.9613465,1.6559999999590218,1.6654712001327425,0.05599999986588955,0,0,2,measured_from_next_stimulus_flip
190,support,0,1296918.765,1296918.9613465,1296920.365,1296920.5613465002,1296920.375,1296920.5617788,0.010000000009313226,1296920.365,1296920.421,1296920.6122523,1.6560000001918525,1.6509057998191565,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
191,support,0,1296920.421,1296920.6122523,1296922.0210000002,1296922.2122523,1296922.031,1296922.2184262,0.009999999776482582,1296922.0210000002,1296922.109,1296922.2996658,1.6879999998491257,1.6874135001562536,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
192,support,0,1296922.109,1296922.2996658,1296923.709,1296923.8996658002,1296923.718,1296923.9057394,0.009000000078231096,1296923.709,1296923.796,1296923.9830661,1.6870000001508743,1.6834002998657525,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
193,support,0,1296923.796,1296923.9830661,1296925.3960000002,1296925.5830661,1296925.406,1296925.5918575,0.009999999776482582,1296925.3960000002,1296925.484,1296925.6767936,1.6879999998491257,1.6937275000382215,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
194,support,0,1296925.484,1296925.6767936,1296927.084,1296927.2767936,1296927.093,1296927.280506,0.009000000078231096,1296927.084,1296927.156,1296927.3506204,1.672000000020489,1.673826799960807,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
195,support,0,1296927.156,1296927.3506204,1296928.756,1296928.9506204,1296928.765,1296928.9513065,0.008999999845400453,1296928.756,1296928.843,1296929.036424,1.6870000001508743,1.6858036001212895,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
196,support,0,1296928.843,1296929.036424,1296930.4430000002,1296930.6364240001,1296930.453,1296930.6391999,0.009999999776482582,1296930.4430000002,1296930.515,1296930.706962,1.6719999997876585,1.6705380000639707,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
197,support,0,1296930.515,1296930.706962,1296932.115,1296932.3069620002,1296932.125,1296932.3106577,0.010000000009313226,1296932.115,1296932.203,1296932.3979245,1.6880000000819564,1.6909624999389052,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
198,support,0,1296932.203,1296932.3979245,1296933.803,1296933.9979245001,1296933.812,1296933.9978048,0.008999999845400453,1296933.803,1296933.906,1296934.0943798,1.702999999979511,1.6964552998542786,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
199,support,0,1296933.906,1296934.0943798,1296935.506,1296935.6943798,1296935.515,1296935.7020843,0.008999999845400453,1296935.506,1296935.578,1296935.7673445,1.672000000020489,1.6729647000320256,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
200,support,0,1296935.578,1296935.7673445,1296937.178,1296937.3673445,1296937.187,1296937.3729471,0.008999999845400453,1296937.178,1296937.25,1296937.446707,1.672000000020489,1.6793625000864267,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
201,support,0,1296937.25,1296937.446707,1296938.85,1296939.0467070001,1296938.859,1296939.0457245,0.008999999845400453,1296938.85,1296938.937,1296939.1254008,1.6869999999180436,1.6786938000004739,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
202,support,0,1296938.937,1296939.1254008,1296940.537,1296940.7254008001,1296940.546,1296940.7334781,0.009000000078231096,1296940.537,1296940.625,1296940.8125673,1.6880000000819564,1.6871664999052882,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
203,support,0,1296940.625,1296940.8125673,1296942.225,1296942.4125673,1296942.234,1296942.4205958,0.008999999845400453,1296942.225,1296942.296,1296942.4912675,1.671000000089407,1.6787002000492066,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
204,support,0,1296942.296,1296942.4912675,1296943.8960000002,1296944.0912675,1296943.906,1296944.0923111,0.009999999776482582,1296943.8960000002,1296943.953,1296944.1516957,1.656999999890104,1.660428199917078,0.05699999979697168,0,0,2,measured_from_next_stimulus_flip
205,support,0,1296943.953,1296944.1516957,1296945.553,1296945.7516957,1296945.562,1296945.749467,0.008999999845400453,1296945.553,1296945.64,1296945.8271099,1.6869999999180436,1.675414200173691,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
206,support,0,1296945.64,1296945.8271099,1296947.24,1296947.4271099002,1296947.25,1296947.4367296,0.010000000009313226,1296947.24,1296947.312,1296947.508651,1.672000000020489,1.6815410999115556,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
207,support,0,1296947.312,1296947.508651,1296948.912,1296949.108651,1296948.921,1296949.1089445,0.009000000078231096,1296948.912,1296949.0,1296949.1920097,1.6880000000819564,1.6833587000146508,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
208,support,0,1296949.0,1296949.1920097,1296950.6,1296950.7920097,1296950.609,1296950.7966926,0.008999999845400453,1296950.6,1296950.687,1296950.8753962,1.6869999999180436,1.683386499993503,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
209,support,0,1296950.687,1296950.8753962,1296952.287,1296952.4753962,1296952.296,1296952.4839823,0.009000000078231096,1296952.287,1296952.39,1296952.5793785,1.702999999979511,1.7039823001250625,0.10299999988637865,0,0,2,measured_from_next_stimulus_flip
210,support,0,1296952.39,1296952.5793785,1296953.99,1296954.1793785002,1296954.0,1296954.187123,0.010000000009313226,1296953.99,1296954.078,1296954.2743145,1.6880000000819564,1.6949359998106956,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
211,support,0,1296954.078,1296954.2743145,1296955.678,1296955.8743145,1296955.687,1296955.8738812,0.008999999845400453,1296955.678,1296955.765,1296955.9586707,1.6869999999180436,1.684356200043112,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
212,support,0,1296955.765,1296955.9586707,1296957.365,1296957.5586707,1296957.375,1296957.5626064,0.010000000009313226,1296957.365,1296957.453,1296957.6436399,1.6880000000819564,1.6849692000541836,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
213,support,0,1296957.453,1296957.6436399,1296959.053,1296959.2436399,1296959.062,1296959.2483542,0.008999999845400453,1296959.053,1296959.14,1296959.3411923,1.6869999999180436,1.6975523999426514,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
214,support,0,1296959.14,1296959.3411923,1296960.74,1296960.9411923,1296960.75,1296960.9358052,0.010000000009313226,1296960.74,1296960.828,1296961.0266689,1.6880000000819564,1.6854765999596566,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
215,support,0,1296960.828,1296961.0266689,1296962.428,1296962.6266689,1296962.437,1296962.6253163,0.008999999845400453,1296962.428,1296962.515,1296962.7088044,1.6869999999180436,1.6821355000138283,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
216,support,0,1296962.515,1296962.7088044,1296964.115,1296964.3088044,1296964.125,1296964.3115456,0.010000000009313226,1296964.115,1296964.203,1296964.3913609,1.6880000000819564,1.682556499959901,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
217,support,0,1296964.203,1296964.3913609,1296965.803,1296965.9913609,1296965.812,1296966.0002752,0.008999999845400453,1296965.803,1296965.875,1296966.0753322,1.672000000020489,1.6839713000226766,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
218,support,0,1296965.875,1296966.0753322,1296967.475,1296967.6753322,1296967.484,1296967.6712637,0.008999999845400453,1296967.475,1296967.546,1296967.7353299,1.671000000089407,1.659997700015083,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
219,support,0,1296967.546,1296967.7353299,1296969.1460000002,1296969.3353299,1296969.156,1296969.3440106,0.009999999776482582,1296969.1460000002,1296969.234,1296969.4259658,1.6879999998491257,1.6906359000131488,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
220,support,0,1296969.234,1296969.4259658,1296970.834,1296971.0259658,1296970.843,1296971.0302762,0.009000000078231096,1296970.834,1296970.921,1296971.10891,1.6870000001508743,1.682944200001657,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
221,support,0,1296970.921,1296971.10891,1296972.5210000002,1296972.70891,1296972.531,1296972.7181833,0.009999999776482582,1296972.5210000002,1296972.593,1296972.7915709,1.672000000020489,1.6826609000563622,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
222,support,0,1296972.593,1296972.7915709,1296974.1930000002,1296974.3915709,1296974.203,1296974.3892117,0.009999999776482582,1296974.1930000002,1296974.265,1296974.4587031,1.6719999997876585,1.6671321999747306,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
223,support,0,1296974.265,1296974.4587031,1296975.865,1296976.0587031,1296975.875,1296976.0605735,0.010000000009313226,1296975.865,1296975.921,1296976.1171953,1.6560000001918525,1.65849220007658,0.05600000009872019,0,0,2,measured_from_next_stimulus_flip
224,support,0,1296975.921,1296976.1171953,1296977.5210000002,1296977.7171953002,1296977.531,1296977.7181536,0.009999999776482582,1296977.5210000002,1296977.593,1296977.7920285,1.672000000020489,1.6748331999406219,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
225,support,0,1296977.593,1296977.7920285,1296979.1930000002,1296979.3920285,1296979.203,1296979.3893504,0.009999999776482582,1296979.1930000002,1296979.281,1296979.476796,1.6879999998491257,1.6847675000317395,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
226,support,0,1296979.281,1296979.476796,1296980.881,1296981.0767960001,1296980.89,1296981.0763587,0.008999999845400453,1296980.881,1296980.968,1296981.1587049,1.6870000001508743,1.6819088999181986,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
227,support,0,1296980.968,1296981.1587049,1296982.5680000002,1296982.7587049,1296982.578,1296982.7651623,0.009999999776482582,1296982.5680000002,1296982.64,1296982.8353172,1.6719999997876585,1.676612300099805,0.0719999996945262,0,0,2,measured_from_next_stimulus_flip
228,support,0,1296982.64,1296982.8353172,1296984.24,1296984.4353172001,1296984.25,1296984.4369581,0.010000000009313226,1296984.24,1296984.328,1296984.5143091,1.6880000000819564,1.6789919000584632,0.08799999998882413,0,0,2,measured_from_next_stimulus_flip
229,support,0,1296984.328,1296984.5143091,1296985.928,1296986.1143091002,1296985.937,1296986.1235865,0.008999999845400453,1296985.928,1296986.015,1296986.2165448,1.6869999999180436,1.7022356998641044,0.08699999982491136,0,0,2,measured_from_next_stimulus_flip
230,support,0,1296986.015,1296986.2165448,1296987.615,1296987.8165448,1296987.625,1296987.8123135,0.010000000009313226,1296987.615,1296987.687,1296987.8780081,1.672000000020489,1.6614632999990135,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
231,support,0,1296987.687,1296987.8780081,1296989.287,1296989.4780081,1296989.296,1296989.4852348,0.009000000078231096,1296989.287,1296989.359,1296989.55688,1.672000000020489,1.6788719000760466,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
232,support,0,1296989.359,1296989.55688,1296990.959,1296991.1568800001,1296990.968,1296991.1547658,0.009000000078231096,1296990.959,1296991.046,1296991.2429543,1.6870000001508743,1.6860742999706417,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
233,support,0,1296991.046,1296991.2429543,1296992.6460000002,1296992.8429543,1296992.656,1296992.8435143,0.009999999776482582,1296992.6460000002,1296992.734,1296992.9254126,1.6879999998491257,1.6824582999106497,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
234,support,0,1296992.734,1296992.9254126,1296994.334,1296994.5254126,1296994.343,1296994.5300361,0.009000000078231096,1296994.334,1296994.406,1296994.6027039,1.672000000020489,1.6772913001477718,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
235,support,0,1296994.406,1296994.6027039,1296996.006,1296996.2027039002,1296996.015,1296996.2021665,0.008999999845400453,1296996.006,1296996.078,1296996.2791917,1.672000000020489,1.6764877999667078,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
236,support,0,1296996.078,1296996.2791917,1296997.678,1296997.8791917001,1296997.687,1296997.8741593,0.008999999845400453,1296997.678,1296997.75,1296997.9422366,1.672000000020489,1.6630448999349028,0.07199999992735684,0,0,2,measured_from_next_stimulus_flip
237,support,0,1296997.75,1296997.9422366,1296999.35,1296999.5422366,1296999.359,1296999.5470963,0.008999999845400453,1296999.35,1296999.421,1296999.6145958,1.671000000089407,1.6723591999616474,0.07099999999627471,0,0,2,measured_from_next_stimulus_flip
238,support,0,1296999.421,1296999.6145958,1297001.0210000002,1297001.2145958,1297001.031,1297001.2192989,0.009999999776482582,1297001.0210000002,1297001.109,1297001.2955678,1.6879999998491257,1.680972000118345,0.08799999975599349,0,0,2,measured_from_next_stimulus_flip
239,support,0,1297001.109,1297001.2955678,1297002.709,1297002.8955678002,1297002.718,1297002.9063376,0.009000000078231096,1297002.709,1297002.796,1297002.992031,1.6870000001508743,1.6964632000308484,0.087000000057742,0,0,2,measured_from_next_stimulus_flip
