global_trial_index,phase,is_practice,stimulus_onset_monotonic,stimulus_onset_lsl,scheduled_response_window_close_monotonic,scheduled_response_window_close_lsl,response_window_close_monotonic,response_window_close_lsl,response_window_close_overshoot_seconds,scheduled_next_trial_onset_monotonic,actual_next_trial_onset_monotonic,actual_next_trial_onset_lsl,actual_next_trial_within_block,actual_trial_duration_seconds,actual_trial_duration_lsl_seconds,next_onset_schedule_drift_seconds,next_onset_schedule_drift_timebase,planned_break_after_trial,probe_after,timing_semantics_version,timing_finalization_status
61,support,0,6275.8974163,6275.9317164,6277.497416300001,6277.531716400001,6277.497415700001,6277.5317212,0.0,6277.497416300001,6277.4974577,6277.5317577,1,1.6000414000000092,1.6000412999992477,4.129999924762373e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
62,support,0,6277.4974577,6277.5317577,6279.097457700001,6279.1317577,6279.097675200001,6279.1319803,0.00021749999996245606,6279.097457700001,6279.097718100001,6279.1320181,1,1.6002604000004794,1.6002604000004794,0.00026040000047933276,lsl_flip,0,0,2,measured_from_next_stimulus_flip
63,support,0,6279.097718100001,6279.1320181,6280.697718100001,6280.7320181000005,6280.698925600001,6280.7332315,0.0012074999995093094,6280.697718100001,6280.698972,6280.7332721,1,1.6012538999993922,1.6012540000001536,0.0012540000001535212,lsl_flip,0,0,2,measured_from_next_stimulus_flip
64,support,0,6280.698972,6280.7332721,6282.2989720000005,6282.333272100001,6282.297150900001,6282.3314561,0.0,6282.2989720000005,6282.297192000001,6282.331492,1,1.5982200000007651,1.5982199000000037,-0.0017800999999963985,lsl_flip,0,0,2,measured_from_next_stimulus_flip
65,support,0,6282.297192000001,6282.331492,6283.897192000001,6283.931492000001,6283.9056631,6283.9399694,0.008471099999042053,6283.897192000001,6283.905706500001,6283.9400065,1,1.6085144999997283,1.6085144999997283,0.008514499999728198,lsl_flip,0,0,2,measured_from_next_stimulus_flip
66,support,0,6283.905706500001,6283.9400065,6285.505706500001,6285.5400065,6285.506338200001,6285.5406437,0.0006316999997579842,6285.505706500001,6285.5063804,6285.5406804,1,1.6006738999994923,1.6006739000004018,0.0006739000004016837,lsl_flip,0,0,2,measured_from_next_stimulus_flip
67,support,0,6285.5063804,6285.5406804,6287.1063804000005,6287.140680400001,6287.105299000001,6287.1396054,0.0,6287.1063804000005,6287.105349,6287.1396491,1,1.598968600000262,1.5989686999992045,-0.001031300000795543,lsl_flip,0,0,2,measured_from_next_stimulus_flip
68,support,0,6287.105349,6287.1396491,6288.705349000001,6288.7396491,6288.7069802000005,6288.7412861,0.0016311999997924431,6288.705349000001,6288.707024800001,6288.7413248,1,1.6016758000005211,1.6016757000006692,0.001675700000669078,lsl_flip,0,0,2,measured_from_next_stimulus_flip
69,support,0,6288.707024800001,6288.7413248,6290.307024800001,6290.341324800001,6290.305307400001,6290.3396132,0.0,6290.307024800001,6290.305353600001,6290.3396535,1,1.5983287999997629,1.598328699999911,-0.001671300000089193,lsl_flip,0,0,2,measured_from_next_stimulus_flip
70,support,0,6290.305353600001,6290.3396535,6291.905353600001,6291.9396535000005,6291.9058031,6291.9401084,0.00044949999937671237,6291.905353600001,6291.905842,6291.9401421,1,1.600488399999449,1.6004886000000624,0.0004886000000623447,lsl_flip,0,0,2,measured_from_next_stimulus_flip
71,support,0,6291.905842,6291.9401421,6293.5058420000005,6293.540142100001,6293.5057560000005,6293.5400622,0.0,6293.5058420000005,6293.505801200001,6293.5401011,1,1.5999592000007397,1.5999590000001263,-4.09999998738364e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
72,support,0,6293.505801200001,6293.5401011,6295.105801200001,6295.140101100001,6295.106589600001,6295.1408956,0.0007883999996920465,6295.105801200001,6295.1066367,6295.1409367,1,1.600835499999448,1.6008355999993,0.0008355999992999408,lsl_flip,0,0,2,measured_from_next_stimulus_flip
73,support,0,6295.1066367,6295.1409367,6296.706636700001,6296.7409367,6296.714375300001,6296.7486808,0.00773860000026616,6296.706636700001,6296.714421600001,6296.7487216,1,1.607784900000297,1.607784900000297,0.007784900000296968,lsl_flip,0,0,2,measured_from_next_stimulus_flip
74,support,0,6296.714421600001,6296.7487216,6298.314421600001,6298.3487216,6298.314064100001,6298.3483717,0.0,6298.314421600001,6298.314115800001,6298.348416,1,1.5996942000001582,1.599694399999862,-0.0003056000001380177,lsl_flip,0,0,2,measured_from_next_stimulus_flip
75,support,0,6298.314115800001,6298.348416,6299.914115800001,6299.948416,6299.9141704,6299.9484776,5.459999920276459e-05,6299.914115800001,6299.9142214,6299.9485214,1,1.6001055999995515,1.6001053999998476,0.0001053999998474886,lsl_flip,0,0,2,measured_from_next_stimulus_flip
76,support,0,6299.9142214,6299.9485214,6301.514221400001,6301.5485214,6301.5143819,6301.5486875,0.0001604999997653067,6301.514221400001,6301.514424800001,6301.5487248,1,1.6002034000002823,1.6002034000002823,0.0002034000002821834,lsl_flip,0,0,2,measured_from_next_stimulus_flip
77,support,0,6301.514424800001,6301.5487248,6303.114424800001,6303.1487248,6303.1145353,6303.1488408,0.00011049999920942355,6303.114424800001,6303.1145832,6303.1488833,1,1.6001583999996,1.6001585000003615,0.00015850000036143896,lsl_flip,0,0,2,measured_from_next_stimulus_flip
78,support,0,6303.1145832,6303.1488833,6304.714583200001,6304.748883300001,6304.7141262000005,6304.7484323,0.0,6304.714583200001,6304.714172100001,6304.7484722,1,1.5995889000005263,1.5995888999996168,-0.00041110000038324657,lsl_flip,0,0,2,measured_from_next_stimulus_flip
