global_trial_index,phase,is_practice,stimulus_onset_monotonic,stimulus_onset_lsl,scheduled_response_window_close_monotonic,scheduled_response_window_close_lsl,response_window_close_monotonic,response_window_close_lsl,response_window_close_overshoot_seconds,scheduled_next_trial_onset_monotonic,actual_next_trial_onset_monotonic,actual_next_trial_onset_lsl,actual_next_trial_within_block,actual_trial_duration_seconds,actual_trial_duration_lsl_seconds,next_onset_schedule_drift_seconds,next_onset_schedule_drift_timebase,planned_break_after_trial,probe_after,timing_semantics_version,timing_finalization_status
79,support,0,6304.714172100001,6304.7484722,6306.314172100001,6306.3484722,6306.316353300001,6306.3506593,0.002181199999540695,6306.314172100001,6306.3163997,6306.3506996,1,1.6022275999994235,1.6022273999997196,0.002227399999719548,lsl_flip,0,0,2,measured_from_next_stimulus_flip
80,support,0,6306.3163997,6306.3506996,6307.9163997000005,6307.9506996,6307.9264049,6307.9607109,0.010005199999795877,6307.9163997000005,6307.926452500001,6307.9607525,1,1.6100528000006307,1.6100529000004826,0.010052900000482534,lsl_flip,0,0,2,measured_from_next_stimulus_flip
81,support,0,6307.926452500001,6307.9607525,6309.526452500001,6309.5607525000005,6309.532787700001,6309.5670941,0.006335199999739416,6309.526452500001,6309.532838100001,6309.5671382,1,1.606385600000067,1.6063856999999189,0.006385699999918781,lsl_flip,0,0,2,measured_from_next_stimulus_flip
82,support,0,6309.532838100001,6309.5671382,6311.132838100001,6311.1671382,6311.132714400001,6311.1670195,0.0,6311.132838100001,6311.132758000001,6311.167058,1,1.5999198999998043,1.5999197999999524,-8.020000004771433e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
83,support,0,6311.132758000001,6311.167058,6312.732758000001,6312.767058,6312.732747200001,6312.7670524,0.0,6312.732758000001,6312.7327904,6312.7670903,1,1.6000323999996908,1.6000322999998389,3.2299999838780735e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
84,support,0,6312.7327904,6312.7670903,6314.332790400001,6314.3670903,6314.332078900001,6314.3663846,0.0,6314.332790400001,6314.332126300001,6314.3664264,1,1.5993359000003693,1.5993361000000732,-0.0006638999999268869,lsl_flip,0,0,2,measured_from_next_stimulus_flip
85,support,0,6314.332126300001,6314.3664264,6315.932126300001,6315.9664264,6315.9385035000005,6315.9728094,0.0063771999994060025,6315.932126300001,6315.938548200001,6315.9728482,1,1.6064218999999866,1.6064218000001347,0.006421800000134592,lsl_flip,0,0,2,measured_from_next_stimulus_flip
86,support,0,6315.938548200001,6315.9728482,6317.538548200001,6317.5728482,6317.538788100001,6317.573094,0.00023989999954210361,6317.538548200001,6317.538833500001,6317.5731337,1,1.600285299999996,1.6002854999996998,0.0002854999996997343,lsl_flip,0,0,2,measured_from_next_stimulus_flip
87,support,0,6317.538833500001,6317.5731337,6319.138833500001,6319.1731337,6319.1387092,6319.1730154,0.0,6319.138833500001,6319.138756,6319.1730561,1,1.5999224999995931,1.5999224000006507,-7.75999993494203e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
88,support,0,6319.138756,6319.1730561,6320.738756000001,6320.773056100001,6320.738784700001,6320.77309,2.8700000257231295e-05,6320.738756000001,6320.738827,6320.7731271,1,1.6000709999998435,1.6000709999998435,7.099999984339078e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
89,support,0,6320.738827,6320.7731271,6322.3388270000005,6322.373127100001,6322.338510300001,6322.3728162,0.0,6322.3388270000005,6322.3385575,6322.3728576,1,1.5997305000000779,1.5997305000000779,-0.00026949999992220697,lsl_flip,0,0,2,measured_from_next_stimulus_flip
90,support,0,6322.3385575,6322.3728576,6323.938557500001,6323.972857600001,6323.9386094,6323.9729146,5.1899999562010635e-05,6323.938557500001,6323.938652100001,6323.9729521,1,1.600094600000375,1.6000944999996136,9.449999961352873e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
91,support,0,6323.938652100001,6323.9729521,6325.538652100001,6325.5729521,6325.540924000001,6325.5752298,0.002271899999868765,6325.538652100001,6325.540968300001,6325.5752682,1,1.602316200000132,1.6023161000002801,0.0023161000002800414,lsl_flip,0,0,2,measured_from_next_stimulus_flip
92,support,0,6325.540968300001,6325.5752682,6327.140968300001,6327.175268200001,6327.138833200001,6327.1731384,0.0,6327.140968300001,6327.138878500001,6327.1731784,1,1.5979102000001149,1.5979102000001149,-0.0020897999998852335,lsl_flip,0,0,2,measured_from_next_stimulus_flip
93,support,0,6327.138878500001,6327.1731784,6328.738878500001,6328.773178400001,6328.7387857,6328.7730915,0.0,6328.738878500001,6328.73883,6328.7731301,1,1.5999514999994062,1.5999517000000196,-4.8299999980461195e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
94,support,0,6328.73883,6328.7731301,6330.338830000001,6330.373130100001,6330.338676,6330.3729815,0.0,6330.338830000001,6330.338719200001,6330.3730193,1,1.599889200000689,1.5998891999997795,-0.0001108000002205678,lsl_flip,0,0,2,measured_from_next_stimulus_flip
95,support,0,6330.338719200001,6330.3730193,6331.938719200001,6331.9730193000005,6331.938672200001,6331.9729785,0.0,6331.938719200001,6331.938718900001,6331.9730189,1,1.5999996999998984,1.5999996000000465,-3.9999995360417984e-07,lsl_flip,0,0,2,measured_from_next_stimulus_flip
96,support,0,6331.938718900001,6331.9730189,6333.538718900001,6333.5730189000005,6333.5407694000005,6333.5750751,0.0020504999993136153,6333.538718900001,6333.540816600001,6333.5751165,1,1.602097699999831,1.6020975999999791,0.0020975999999790496,lsl_flip,0,0,2,measured_from_next_stimulus_flip
97,support,0,6333.540816600001,6333.5751165,6335.140816600001,6335.1751165000005,6335.1386221,6335.1729273,0.0,6335.140816600001,6335.1386681,6335.1729682,1,1.597851499999706,1.59785169999941,-0.0021483000005901864,lsl_flip,0,0,2,measured_from_next_stimulus_flip
98,support,0,6335.1386681,6335.1729682,6336.738668100001,6336.7729682,6336.7385339,6336.7728395,0.0,6336.738668100001,6336.7385775,6336.7728775,1,1.5999093999998877,1.5999093000000357,-9.069999996436096e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
99,support,0,6336.7385775,6336.7728775,6338.338577500001,6338.3728775,6338.3388701,6338.3731757,0.00029259999973874073,6338.338577500001,6338.338912700001,6338.3732129,1,1.6003352000006998,1.6003354000004038,0.0003354000004036628,lsl_flip,0,0,2,measured_from_next_stimulus_flip
100,support,0,6338.338912700001,6338.3732129,6339.938912700001,6339.9732129,6339.9389071000005,6339.9732125,0.0,6339.938912700001,6339.9389527,6339.9732527,1,1.6000399999993533,1.6000397999996494,3.97999996493148e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
101,support,0,6339.9389527,6339.9732527,6341.538952700001,6341.5732527,6341.538846400001,6341.5731518,0.0,6341.538952700001,6341.5388892,6341.5731893,1,1.5999364999997852,1.5999366000005466,-6.339999945348396e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
102,support,0,6341.5388892,6341.5731893,6343.1388892,6343.173189300001,6343.138648900001,6343.1729544,0.0,6343.1388892,6343.138694800001,6343.1729949,1,1.5998056000007637,1.5998055999998542,-0.0001944000001459223,lsl_flip,0,0,2,measured_from_next_stimulus_flip
103,support,0,6343.138694800001,6343.1729949,6344.738694800001,6344.7729949,6344.738589300001,6344.7728948,0.0,6344.738694800001,6344.7386315,6344.7729314,1,1.599936699999489,1.5999364999997852,-6.35000002149333e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
104,support,0,6344.7386315,6344.7729314,6346.338631500001,6346.3729314,6346.3385581,6346.3728637,0.0,6346.338631500001,6346.338602500001,6346.3729026,1,1.5999710000005507,1.5999712000002546,-2.8799999745476867e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
105,support,0,6346.338602500001,6346.3729026,6347.938602500001,6347.9729026,6347.9386223,6347.9729272,1.979999888135353e-05,6347.938602500001,6347.9386638000005,6347.972964,1,1.600061299999652,1.600061399999504,6.139999950383057e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
106,support,0,6347.9386638000005,6347.972964,6349.538663800001,6349.572964,6349.5408931,6349.5752015,0.0022292999992714613,6349.538663800001,6349.540952900001,6349.5752532,1,1.6022891000002346,1.6022892000000866,0.0022892000000864776,lsl_flip,0,0,2,measured_from_next_stimulus_flip
107,support,0,6349.540952900001,6349.5752532,6351.140952900001,6351.1752532,6351.138783400001,6351.1730899,0.0,6351.140952900001,6351.138831900001,6351.173132,1,1.5978789999999208,1.5978788000002169,-0.0021211999997832187,lsl_flip,0,0,2,measured_from_next_stimulus_flip
108,support,0,6351.138831900001,6351.173132,6352.738831900001,6352.773132,6352.738654700001,6352.7729601,0.0,6352.738831900001,6352.7387011,6352.7730012,1,1.5998691999993753,1.5998692000002848,-0.0001307999997153253,lsl_flip,0,0,2,measured_from_next_stimulus_flip
109,support,0,6352.7387011,6352.7730012,6354.3387011,6354.3730012000005,6354.3387688,6354.3730751,6.769999981770525e-05,6354.3387011,6354.338818300001,6354.3731184,1,1.6001172000005681,1.6001171999996586,0.00011719999965853489,lsl_flip,0,0,2,measured_from_next_stimulus_flip
110,support,0,6354.338818300001,6354.3731184,6355.938818300001,6355.9731184,6355.9385516,6355.9728568,0.0,6355.938818300001,6355.938594800001,6355.9728949,1,1.5997765000001891,1.5997765000001891,-0.00022349999981097213,lsl_flip,0,0,2,measured_from_next_stimulus_flip
111,support,0,6355.938594800001,6355.9728949,6357.538594800001,6357.5728949,6357.5407573,6357.5750635,0.0021624999990308424,6357.538594800001,6357.5408044000005,6357.5751046,1,1.6022095999996964,1.6022096999995483,0.0022096999995482314,lsl_flip,0,0,2,measured_from_next_stimulus_flip
112,support,0,6357.5408044000005,6357.5751046,6359.140804400001,6359.1751046,6359.146894,6359.1811993,0.006089599999540951,6359.140804400001,6359.1469357000005,6359.1812357,1,1.6061313000000155,1.6061311000003116,0.0061311000003114735,lsl_flip,0,0,2,measured_from_next_stimulus_flip
113,support,0,6359.1469357000005,6359.1812357,6360.746935700001,6360.7812357,6360.7471252000005,6360.7814319,0.0001894999995784019,6360.746935700001,6360.747173600001,6360.7814737,1,1.6002379000001383,1.6002379999999903,0.0002379999999901905,lsl_flip,0,0,2,measured_from_next_stimulus_flip
114,support,0,6360.747173600001,6360.7814737,6362.347173600001,6362.3814737,6362.347063900001,6362.3813692,0.0,6362.347173600001,6362.3471095,6362.3814096,1,1.599935899999764,1.599935899999764,-6.410000023615581e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
115,support,0,6362.3471095,6362.3814096,6363.947109500001,6363.9814096,6363.9470612000005,6363.9813662,0.0,6363.947109500001,6363.947105800001,6363.9814059,1,1.5999963000003845,1.5999963000003845,-3.6999996155806514e-06,lsl_flip,0,0,2,measured_from_next_stimulus_flip
116,support,0,6363.947105800001,6363.9814059,6365.547105800001,6365.5814059,6365.5469732,6365.5812788,0.0,6365.547105800001,6365.5470191,6365.5813191,1,1.5999132999995709,1.599913199999719,-8.680000028116197e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
117,support,0,6365.5470191,6365.5813191,6367.147019100001,6367.1813191,6367.146853100001,6367.181159,0.0,6367.147019100001,6367.1468979,6367.181198,1,1.5998787999997148,1.5998789000004763,-0.00012109999952381045,lsl_flip,0,0,2,measured_from_next_stimulus_flip
118,support,0,6367.1468979,6367.181198,6368.7468979000005,6368.781198000001,6368.7469306,6368.7812365,3.2699999792384915e-05,6368.7468979000005,6368.746973900001,6368.781274,1,1.6000760000006267,1.6000759999997172,7.599999971708016e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
119,support,0,6368.746973900001,6368.781274,6370.346973900001,6370.381274,6370.346873900001,6370.3811795,0.0,6370.346973900001,6370.3469205,6370.3812205,1,1.5999465999993845,1.599946500000442,-5.349999955805984e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
120,support,0,6370.3469205,6370.3812205,6371.9469205000005,6371.981220500001,6371.9473371,6371.9816425,0.0004165999998804182,6371.9469205000005,6371.9473821,6371.981682,1,1.600461600000017,1.6004614999992555,0.000461499999255377,lsl_flip,0,0,2,measured_from_next_stimulus_flip
121,support,0,6371.9473821,6371.981682,6373.5473821000005,6373.581682,6373.5523714,6373.5866775,0.004989299999579089,6373.5473821000005,6373.552419500001,6373.5867196,1,1.6050374000005831,1.605037600000287,0.005037600000286968,lsl_flip,0,0,2,measured_from_next_stimulus_flip
122,support,0,6373.552419500001,6373.5867196,6375.152419500001,6375.1867196,6375.155433100001,6375.1897386,0.0030135999995763996,6375.152419500001,6375.1554769,6375.1897768,1,1.6030573999996705,1.6030571999999665,0.0030571999999664534,lsl_flip,0,0,2,measured_from_next_stimulus_flip
123,support,0,6375.1554769,6375.1897768,6376.755476900001,6376.7897768,6376.756253500001,6376.7905591,0.0007765999998810003,6376.755476900001,6376.7562991,6376.7905992,1,1.6008222000000387,1.6008223999997426,0.0008223999997425402,lsl_flip,0,0,2,measured_from_next_stimulus_flip
124,support,0,6376.7562991,6376.7905992,6378.356299100001,6378.3905992,6378.355235800001,6378.389541,0.0,6378.356299100001,6378.3552785,6378.3895784,1,1.5989793999997346,1.5989792000000307,-0.0010207999999694017,lsl_flip,0,0,2,measured_from_next_stimulus_flip
125,support,0,6378.3552785,6378.3895784,6379.9552785000005,6379.9895784,6379.9577249,6379.9920303,0.002446399999826099,6379.9552785000005,6380.1144264,6380.1487314,0,1.7591479000002437,1.7591529999999693,,,0,0,2,measured_from_next_stimulus_flip
126,query,0,6380.1144264,6380.1487314,6381.714426400001,6381.7487314,6381.7134697,6381.7477753,0.0,6381.714426400001,6381.7135152,6381.7478151,1,1.599088799999663,1.5990836999999374,-0.0009163000000627086,lsl_flip,0,0,2,measured_from_next_stimulus_flip
127,query,0,6381.7135152,6381.7478151,6383.3135152,6383.3478151,6383.3135092,6383.3478142,0.0,6383.3135152,6383.313553000001,6383.347853,1,1.6000378000007913,1.6000379000006433,3.7900000643187326e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
128,query,0,6383.313553000001,6383.347853,6384.913553000001,6384.947853000001,6384.9136367,6384.9479426,8.369999886781443e-05,6384.913553000001,6384.913680600001,6384.9479805,1,1.6001275999997233,1.6001274999998714,0.00012749999987127225,lsl_flip,0,0,2,measured_from_next_stimulus_flip
129,query,0,6384.913680600001,6384.9479805,6386.513680600001,6386.5479805,6386.5140724,6386.5483776,0.00039179999930638587,6386.513680600001,6386.5141173,6386.5484174,1,1.600436699999591,1.6004369000002043,0.00043690000020424336,lsl_flip,0,0,2,measured_from_next_stimulus_flip
130,query,0,6386.5141173,6386.5484174,6388.1141173000005,6388.148417400001,6388.1154659,6388.1497703,0.0013485999998010811,6388.1141173000005,6388.115509,6388.149809,1,1.601391700000022,1.6013915999992605,0.0013915999992604178,lsl_flip,0,0,2,measured_from_next_stimulus_flip
131,query,0,6388.115509,6388.149809,6389.715509000001,6389.749809,6389.713330300001,6389.7476357,0.0,6389.715509000001,6389.713375800001,6389.7476757,1,1.597866800000702,1.59786670000085,-0.002133299999150129,lsl_flip,0,0,2,measured_from_next_stimulus_flip
132,query,0,6389.713375800001,6389.7476757,6391.313375800001,6391.347675700001,6391.313658100001,6391.3479634,0.0002822999995260034,6391.313375800001,6391.3137003,6391.3480003,1,1.6003244999992603,1.6003246000000217,0.00032460000002165756,lsl_flip,0,0,2,measured_from_next_stimulus_flip
133,query,0,6391.3137003,6391.3480003,6392.9137003000005,6392.948000300001,6392.913660100001,6392.9479657,0.0,6392.9137003000005,6392.9137055,6392.9480054,1,1.6000051999999414,1.60000509999918,5.099999179858372e-06,lsl_flip,0,0,2,measured_from_next_stimulus_flip
134,query,0,6392.9137055,6392.9480054,6394.5137055000005,6394.5480054,6394.5136496000005,6394.5479553,0.0,6394.5137055000005,6394.513694300001,6394.5479943,1,1.599988800000574,1.599988900000426,-1.109999957416008e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
135,query,0,6394.513694300001,6394.5479943,6396.113694300001,6396.1479943,6396.1139263000005,6396.1482311,0.0002319999994142563,6396.113694300001,6396.113969000001,6396.1482691,1,1.6002747000002273,1.6002748000000793,0.0002748000000791784,lsl_flip,0,0,2,measured_from_next_stimulus_flip
136,query,0,6396.113969000001,6396.1482691,6397.713969000001,6397.7482691000005,6397.7145261000005,6397.7488309,0.0005570999992414727,6397.713969000001,6397.7145734000005,6397.7488735,1,1.600604399999611,1.600604399999611,0.0006043999996108163,lsl_flip,0,0,2,measured_from_next_stimulus_flip
137,query,0,6397.7145734000005,6397.7488735,6399.314573400001,6399.3488735,6399.3134114,6399.3477167,0.0,6399.314573400001,6399.3134533,6399.3477531,1,1.5988798999997016,1.5988796000001457,-0.0011203999998543601,lsl_flip,0,0,2,measured_from_next_stimulus_flip
138,query,0,6399.3134533,6399.3477531,6400.913453300001,6400.9477531,6400.9210456,6400.9553511,0.007592299999487295,6400.913453300001,6400.921091200001,6400.9553913,1,1.6076379000005545,1.6076382000001104,0.0076382000001102845,lsl_flip,0,0,2,measured_from_next_stimulus_flip
139,query,0,6400.921091200001,6400.9553913,6402.521091200001,6402.5553913,6402.5260311,6402.560336,0.004939899999044428,6402.521091200001,6402.5260795,6402.5603796,1,1.6049882999996044,1.6049882999996044,0.004988299999604262,lsl_flip,0,0,2,measured_from_next_stimulus_flip
140,query,0,6402.5260795,6402.5603796,6404.126079500001,6404.1603796,6404.132751800001,6404.1670568,0.006672299999991083,6404.126079500001,6404.132797,6404.167097,1,1.6067174999998315,1.6067173999999795,0.006717399999979445,lsl_flip,0,0,2,measured_from_next_stimulus_flip
141,query,0,6404.132797,6404.167097,6405.732797000001,6405.767097,6405.733081200001,6405.7673867,0.00028420000035112025,6405.732797000001,6405.733126,6405.767426,1,1.6003289999998742,1.6003290000007837,0.00032900000078361913,lsl_flip,0,0,2,measured_from_next_stimulus_flip
142,query,0,6405.733126,6405.767426,6407.333126,6407.367426000001,6407.3387215,6407.3730274,0.005595499999799358,6407.333126,6407.3387693,6407.3730694,1,1.605643300000338,1.6056433999992805,0.00564339999928043,lsl_flip,0,0,2,measured_from_next_stimulus_flip
143,query,0,6407.3387693,6407.3730694,6408.938769300001,6408.9730694,6408.9391666,6408.973472,0.0003972999993493431,6408.938769300001,6408.9392101,6408.97351,1,1.6004407999998875,1.6004406000001836,0.00044060000018353307,lsl_flip,0,0,2,measured_from_next_stimulus_flip
144,query,0,6408.9392101,6408.97351,6410.539210100001,6410.57351,6410.5393583000005,6410.5736638,0.00014819999978499254,6410.539210100001,6410.539403700001,6410.5737037,1,1.6001936000002388,1.6001937000000908,0.00019370000009066857,lsl_flip,0,0,2,measured_from_next_stimulus_flip
145,query,0,6410.539403700001,6410.5737037,6412.139403700001,6412.1737037,6412.1455266,6412.1798319,0.0061228999993545585,6412.139403700001,6412.145579200001,6412.1798794,1,1.606175500000063,1.606175699999767,0.006175699999766859,lsl_flip,0,0,2,measured_from_next_stimulus_flip
146,query,0,6412.145579200001,6412.1798794,6413.745579200001,6413.7798794,6413.747938400001,6413.7822468,0.0023591999997734092,6413.745579200001,6413.747996100001,6413.7822962,1,1.6024169000002075,1.6024168000003556,0.00241680000035549,lsl_flip,0,0,2,measured_from_next_stimulus_flip
147,query,0,6413.747996100001,6413.7822962,6415.347996100001,6415.3822962,6415.3473074,6415.381613,0.0,6415.347996100001,6415.3473553,6415.3816553,1,1.599359199999526,1.599359099999674,-0.0006409000003260168,lsl_flip,0,0,2,measured_from_next_stimulus_flip
148,query,0,6415.3473553,6415.3816553,6416.947355300001,6416.9816553,6416.947006300001,6416.9813128,0.0,6416.947355300001,6416.9470559,6416.9813558,1,1.5997005999997782,1.5997004999999263,-0.0002995000000738379,lsl_flip,0,0,2,measured_from_next_stimulus_flip
149,query,0,6416.9470559,6416.9813558,6418.5470559000005,6418.5813558,6418.5468048,6418.5811094,0.0,6418.5470559000005,6418.5468477,6418.5811477,1,1.5997918000002755,1.5997919000001275,-0.00020809999987259076,lsl_flip,0,0,2,measured_from_next_stimulus_flip
150,query,0,6418.5468477,6418.5811477,6420.146847700001,6420.1811477,6420.146963900001,6420.1812708,0.00011619999986578478,6420.146847700001,6420.1470286,6420.1813296,1,1.6001808999999412,1.6001819000002797,0.00018190000027962228,lsl_flip,0,0,2,measured_from_next_stimulus_flip
151,query,0,6420.1470286,6420.1813296,6421.747028600001,6421.7813296,6421.7466781,6421.7809833,0.0,6421.747028600001,6421.7467667,6421.7810668,1,1.5997380999997404,1.5997372000001633,-0.0002627999998368047,lsl_flip,0,0,2,measured_from_next_stimulus_flip
152,query,0,6421.7467667,6421.7810668,6423.3467667,6423.381066800001,6423.346878800001,6423.3811837,0.00011210000047867652,6423.3467667,6423.346924900001,6423.3812249,1,1.6001582000008057,1.6001581000000442,0.00015810000004412572,lsl_flip,0,0,2,measured_from_next_stimulus_flip
153,query,0,6423.346924900001,6423.3812249,6424.946924900001,6424.981224900001,6424.947066400001,6424.9813712,0.00014149999969959026,6424.946924900001,6424.947113700001,6424.9814138,1,1.600188800000069,1.600188899999921,0.00018889999992088846,lsl_flip,0,0,2,measured_from_next_stimulus_flip
154,query,0,6424.947113700001,6424.9814138,6426.547113700001,6426.5814138000005,6426.547031000001,6426.5813358,0.0,6426.547113700001,6426.5470743000005,6426.5813743,1,1.5999605999995765,1.5999604999997246,-3.950000027552747e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
155,query,0,6426.5470743000005,6426.5813743,6428.147074300001,6428.1813743,6428.1470993,6428.1814051,2.499999936844688e-05,6428.147074300001,6428.147143100001,6428.181443,1,1.600068800000372,1.60006870000052,6.870000051995007e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
156,query,0,6428.147143100001,6428.181443,6429.747143100001,6429.781443000001,6429.746896500001,6429.7812018,0.0,6429.747143100001,6429.7469436,6429.7812436,1,1.599800499999219,1.5998005999999805,-0.00019940000001961167,lsl_flip,0,0,2,measured_from_next_stimulus_flip
157,query,0,6429.7469436,6429.7812436,6431.3469436000005,6431.381243600001,6431.346963600001,6431.3812688,2.0000000404252205e-05,6431.3469436000005,6431.3470082,6431.3813083,1,1.6000646000002234,1.600064699999166,6.469999916580704e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
158,query,0,6431.3470082,6431.3813083,6432.947008200001,6432.9813083,6432.947720900001,6432.9820264,0.0007126999998945394,6432.947008200001,6432.9477677,6432.9820678,1,1.6007595000000947,1.6007595000000947,0.000759500000094615,lsl_flip,0,0,2,measured_from_next_stimulus_flip
159,query,0,6432.9477677,6432.9820678,6434.547767700001,6434.5820678,6434.5473208,6434.5816255,0.0,6434.547767700001,6434.547363500001,6434.5816635,1,1.5995958000003156,1.5995957000004637,-0.00040429999953639495,lsl_flip,0,0,2,measured_from_next_stimulus_flip
160,query,0,6434.547363500001,6434.5816635,6436.147363500001,6436.1816635000005,6436.1484962,6436.1828017,0.0011326999992888886,6436.147363500001,6436.148538300001,6436.1828382,1,1.6011748000000807,1.6011747000002288,0.001174700000228679,lsl_flip,0,0,2,measured_from_next_stimulus_flip
161,query,0,6436.148538300001,6436.1828382,6437.748538300001,6437.782838200001,6437.7556309,6437.7899362,0.007092599998941296,6437.748538300001,6437.7556762,6437.7899763,1,1.6071378999995432,1.607138099999247,0.007138099999246972,lsl_flip,0,0,2,measured_from_next_stimulus_flip
162,query,0,6437.7556762,6437.7899763,6439.355676200001,6439.3899763,6439.3557177,6439.3900224,4.149999949731864e-05,6439.355676200001,6439.3557601,6439.3900601,1,1.600083899999845,1.600083799999993,8.379999999297283e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
163,query,0,6439.3557601,6439.3900601,6440.955760100001,6440.9900601,6440.9556258,6440.9899314,0.0,6440.955760100001,6440.955670900001,6440.989971,1,1.5999108000005435,1.5999109000003955,-8.909999960460269e-05,lsl_flip,0,0,2,measured_from_next_stimulus_flip
164,query,0,6440.955670900001,6440.989971,6442.555670900001,6442.589971,6442.555731400001,6442.5900366,6.049999956303509e-05,6442.555670900001,,,,,,,,0,0,2,terminal_no_following_stimulus_flip
