window_start_lsl_timestamp,window_end_lsl_timestamp,window_mid_lsl_timestamp,window_start_monotonic,window_end_monotonic,window_mid_monotonic,posterior_alpha_power,Fz_alpha_power,Cz_alpha_power,Pz_alpha_power,C3_alpha_power,C4_alpha_power,P3_alpha_power,P4_alpha_power,Oz_alpha_power
504767.69544145,504768.69344135,504768.1944414,504768.264000103,504768.726,504768.4950000515,0.3841900953944368,0.2768214435577241,0.4768959086065613,0.4074803186048108,0.2387963452868184,0.31037091468367284,0.5005757146737174,0.26508315142002953,0.5974969663221605
504767.795441346,504768.79344135,504768.294441348,504768.363999999,504768.823,504768.5934999995,0.49844551310430996,0.4222869008399625,0.440520087553407,0.7000413476958695,0.41432625822555136,0.4157838995945057,0.7162636722010085,0.413142116492783,0.46519982223139283
504767.895441348,504768.89344135,504768.394441349,504768.336,504768.92,504768.628,0.8651674061560248,0.8928261973374473,0.6164839009431005,1.0501116370383996,0.9585404501505672,0.9535762601971389,0.934115322010673,0.901787601958243,0.6138978796126285
504767.995441349,504768.99344135,504768.4944413495,504768.308,504769.032,504768.67000000004,1.50317294044957,1.8861516472312636,0.9692325120169154,1.3049802546113005,1.989781253701858,1.7154370891263495,1.2383120905381453,1.8364880202869822,1.0850006560837437
504768.095441349,504769.09344135,504768.5944413495,504768.28,504769.132,504768.706,2.1583722361659583,3.244906021669551,1.2380922852164784,1.3397132357516395,3.147067846931269,2.144691743532573,1.6467393213783033,2.893857022191596,1.6119104126562562
504768.195441349,504769.19344135,504768.6944413495,504768.38,504769.245,504768.8125,2.503389150315999,4.4301604606041245,1.21285815295577,1.1735995769647702,3.8211017595935592,1.9256945267624905,1.9920836740318213,3.5319633346156865,1.939651716999769
504768.295441349,504769.29344135,504768.79444134946,504768.352,504769.342,504768.847,2.388289008321829,4.832754063504812,0.9101177358198103,0.9584484248409403,3.710247061632694,1.2510461964503534,2.039947946583899,3.424408699040963,1.9793419387011584
504768.395441349,504769.39344135,504768.89444134955,504768.434,504769.439,504768.9365,1.9644643079814879,4.216840510284421,0.6162197505044287,0.9037184333104528,3.007999425675211,0.6752836467554416,1.7803121525739651,2.7177272389202525,1.797613305827729
504768.49544135,504769.49344135,504768.99444135,504768.531,504769.536,504769.0335,1.8889387860179438,3.1692108618265538,0.9195386640126125,1.5700434717427803,2.4088330857157536,0.7996031051889407,1.8973165216948098,2.0829616012623644,2.264002976699736
504768.59544135,504769.59344135,504769.09444134997,504768.628,504769.636,504769.132,2.74255734424755,2.558594449792912,2.0198928013302564,3.275380317715989,2.468402778068373,1.864297110443076,3.03785269190143,2.08985447869447,4.6261841260338965
504768.69544135,504769.69344135,504769.19444135,504768.728,504769.733,504769.2305,4.07932209458849,2.593714262137048,3.2210868204761716,5.110317917731672,2.9217035541356857,3.24399065115088,4.62271458336363,2.519985167443604,8.401063800269231
504768.79544135,504769.79344135,504769.29444135004,504768.825,504769.845,504769.33499999996,4.760249158600276,2.8460775235591713,3.58246790353438,5.616822625667515,3.1262264592756326,3.8908708748427188,5.2829325361094215,2.7867881607967946,10.949807185016578
504768.89544135,504769.89344135,504769.39444135,504768.922,504769.942,504769.43200000003,4.188333137442822,2.819930655827112,2.961772913626443,4.402997960804725,2.763379795985946,3.424725713437056,4.432197942647241,2.578788173717228,10.122871943496824
504768.99544135,504769.99344135,504769.49444135,504769.034,504770.042,504769.538,2.9729630726910203,2.419250364424339,2.1452200756365714,2.699823020925039,2.1615406547116165,2.5197166157484574,2.893637656531717,2.1085123628978213,6.836003830652601
504769.09544135,504770.09344135,504769.59444134997,504769.134,504770.139,504769.6365,2.156578049976452,1.8995334291260129,1.8345902651258017,1.9888213360895126,1.8308565025942984,1.9676582556713658,1.9276374176371187,1.8193684458667156,3.9841587477007896
504769.19544135,504770.19344135,504769.69444135,504769.247,504770.252,504769.7495,1.9820940474391773,1.4267828781330953,1.8771704339932906,2.2911190596479134,1.8046500045973086,1.7902901312532278,1.7903957977633733,1.791939233288586,3.0844048408366236
504769.29544135,504770.29344135,504769.79444135004,504769.344,504770.333,504769.83849999995,2.066431837895104,1.1480417296009662,1.8963466520246008,2.718180909334584,1.95083349848915,1.7696687955951749,2.0165166060180453,1.8782962371407494,3.153570274957562
504769.39544135,504770.39344135,504769.89444135,504769.441,504770.446,504769.9435,2.5715990725472864,1.6349891098747182,2.3799797820366972,3.240039426245321,2.7483905202462697,2.189666774732033,2.774284526464262,2.3384797788897567,3.266962661889231
504769.49544135,504770.49344135,504769.99444135,504769.538,504770.546,504770.042,3.512816731322461,2.77296878029971,3.558734609052642,4.0397371760183685,4.104167041875992,3.1167274639426052,3.998931138859599,3.092848186876459,3.418419453654316
504769.59544135,504770.593441264,504770.094441307,504769.638,504770.643000151,504770.1405000755,4.1681905187888155,3.553482348928082,4.627747254941566,4.628527123855623,4.892771399501811,3.855676175612601,4.804697028620746,3.4479760212585067,3.5346467975915914
504769.69544135,504770.693440931,504770.1944411405,504769.735,504770.724000216,504770.229500108,3.8409234913750554,3.20164241805875,4.592090684036123,4.371366527105809,4.219322233772187,3.783810276342468,4.3918399191810185,2.9417147039747684,3.225601168529319
504769.79544135,504770.793440636,504770.294440993,504769.847,504770.837000263,504770.3420001315,2.7214780208620075,1.9777765884546148,3.4470493555717967,3.359635144537216,2.5041050329925185,2.99478124414445,3.0951202473857764,1.8889581561888753,2.50439839762081
504769.89544135,504770.893440373,504770.39444086154,504769.944,504770.937,504770.4405,1.642260260992657,0.8194644128240101,2.1033742486545397,2.3307461781211716,1.0379882630408173,2.054006226908387,1.985050723760996,0.996608814937502,1.810843219693834
504769.99544135,504770.993440137,504770.49444074347,504770.044,504771.050000061,504770.5470000305,1.127728323721695,0.31375806425317887,1.3247420880670469,1.767212320990935,0.5386921541242715,1.410551912910571,1.5750252989264157,0.6401850326677345,1.4516597178334067
504770.09544135,504771.093439927,504770.5944406385,504770.141,504771.147000108,504770.644000054,1.036024078868075,0.3714955649782158,1.1051807694967417,1.5726498349592752,0.7135211102194177,1.0991362741605712,1.5045406379125086,0.6713035165629877,1.250364922654882
504770.19544135,504771.193439738,504770.694440544,504770.254,504771.228000144,504770.741000072,1.4063922859477866,0.9364822040951298,1.4226254959289877,2.0674953518990424,1.4215410916701865,1.1758999400864445,1.8347718476916386,1.0967418205861426,1.2955805356247208
504770.29544135,504771.293439568,504770.794440459,504770.335,504771.325000171,504770.8300000855,2.5031327111295916,2.099053397844081,2.4631247830118914,3.712577272736734,2.7968906064308507,1.6447845674072104,3.0068959610649513,2.081088649057422,2.2206464514835913
504770.39544135,504771.393439414,504770.894440382,504770.448,504771.425000017,504770.93650000845,4.077430573499132,3.560602982100531,4.101543155056127,5.969976466697283,4.475570156655626,2.314838242608407,4.771489111252498,3.3768127800572136,4.0486116935653715
504770.49544135,504771.493439276,504770.99444031296,504770.548,504771.538000052,504771.043000026,5.131246376688651,4.462228257143703,5.3751473808766175,7.295422173792529,5.400024683859908,2.7514876711570855,5.925569628314037,4.138198249351328,5.701892969013997
504770.595441257,504771.593439151,504771.094440204,504770.645000144,504771.650000078,504771.147500111,4.831817281490065,4.198561111393469,5.282350016891327,6.587462813080689,4.827948871194014,2.6040217934119916,5.441240172349151,3.7488146202835475,5.964138853316336
504770.695440925,504771.693439037,504771.194439981,504770.72600021,504771.747000099,504771.2365001545,3.576012537252331,3.3147751915331556,4.081707189052501,4.426240182406565,3.428738571805392,2.062559853765967,3.7886481256925837,2.643241031972896,4.8621901517895845
504770.79544063,504771.793438934,504771.29443978204,504770.839000258,504771.844000115,504771.3415001865,2.7110679327619343,3.1218561538780785,3.177388755391851,2.5499774839262956,2.8380064514933627,1.8273708646431732,2.5761672717746684,1.9725224434865454,3.625254037501497
504770.895440368,504771.893438841,504771.3944396045,504770.952000292,504771.944000021,504771.4480001565,3.0529056645022967,4.126369494980452,3.614355278487427,2.093879716090154,3.787536192289872,2.553152851995523,2.7548154253718096,2.378148667746727,3.114987689056408
504770.995440133,504771.993438756,504771.4944394445,504771.052000057,504772.041000041,504771.546500049,3.900981577029941,5.243169284944686,4.711492762516167,2.5699165618161794,5.115383676277027,3.819203526946614,3.550382180444176,3.2116559900915598,2.986648633203118
504771.095439923,504772.093438678,504771.5944393005,504771.149000104,504772.123000057,504771.6360000805,4.0398131811494595,5.09277621374816,4.959084514157227,2.8507420975933795,5.19764664819196,4.499082018344374,3.715189277031505,3.377244792074864,2.6267398880542063
504771.195439734,504772.193438608,504771.694439171,504771.23000014,504772.235000069,504771.7325001045,3.126815798055269,3.6198491044545027,3.8246155584195423,2.4084179676224733,3.736512410363029,3.9543624108347917,2.9096355430274166,2.5464235946176528,2.0147097951027435
504771.295439564,504772.293438543,504771.7944390535,504771.327000167,504772.335000005,504771.83100008604,1.8756818394346233,2.115100503288732,2.170347553499934,1.4960884109172454,1.9568324495938172,2.6771613770662674,1.8126423916637242,1.4728852396415029,1.3043967898057631
504771.395439411,504772.393438484,504771.8944389475,504771.427000014,504772.41700002,504771.922000017,1.2219149127127904,1.684758594096722,1.1936803432198047,0.7973931059262325,1.185622903410009,1.75892170844562,1.2678995233877188,1.047546111435874,0.8394970117803429
504771.495439273,504772.493438431,504771.994438852,504771.540000049,504772.529000032,504772.03450004046,1.2252339005565245,2.061778636056437,1.046652131071415,0.5370971316219078,1.3537199686217618,1.6306112626552298,1.1907158701626943,1.2581903335259046,0.7231058707368456
504771.595439148,504772.593438382,504772.094438765,504771.652000076,504772.626000041,504772.1390000585,1.3445953143569849,2.23521479820611,1.1709660526397783,0.5898042753896227,1.5080120991609915,1.7981191914797263,1.0976684244130481,1.4658081838345136,0.8911694897320885
504771.695439035,504772.693438337,504772.194438686,504771.749000097,504772.739000019,504772.244000058,1.3863196503838187,1.7862357730028227,1.3218495284489724,1.0294178954132929,1.1993549278012092,1.8745107487244814,1.0617927228141752,1.306719845177322,1.5106757616882722
504771.795438932,504772.793438301,504772.2944386165,504771.846000113,504772.838999983,504772.342500048,1.5681961437524015,1.089237198324784,1.6826152076157856,1.9608046835312796,0.7467372179557813,1.940934751730072,1.3901965692172467,0.9394414463151443,2.795602075329118
504771.895438839,504772.893438385,504772.394438612,504771.946000019,504772.935999961,504772.44099999,1.9523739339607795,0.6000137645232366,2.3278251110993775,3.123635450032902,0.5865115074578185,2.0694492455232756,2.009205827286921,0.6085825047298873,4.293768061032817
504771.995438754,504772.993438465,504772.49443860946,504772.04300004,504773.016999942,504772.529999991,2.2066880956375474,0.424605997956662,2.7663210664505984,3.7927684742655328,0.693218080758206,2.0214995738375823,2.371955677166496,0.41818938463245564,5.164946510032846
504772.095438677,504773.09343854,504772.5944386085,504772.125000055,504773.145999926,504772.63549999055,2.113795959096814,0.6341755593562598,2.5445633285708746,3.604976348164435,0.8678121684875122,1.6804078440273214,2.1645614453347455,0.5722124286498637,4.841658550183501
504772.195438606,504773.193438611,504772.6944386085,504772.237000068,504773.245999997,504772.7415000325,1.9068540291472682,1.2743836098009904,1.840453758145951,2.992785757204091,1.0450150084094372,1.458787027519042,1.687656709821646,1.2145025014264952,3.741247860850495
504772.295438542,504773.293438678,504772.79443860997,504772.337000004,504773.342999979,504772.83999999147,2.159394672695765,2.2369780110415043,1.5981506556673948,2.9351391287231365,1.4024824368719266,2.333133886482587,1.5894319004615984,2.193521218640944,2.9863201436770304
504772.395438483,504773.393438742,504772.8944386125,504772.419000019,504773.439999964,504772.9294999915,3.0113776751848143,3.1698492144023303,2.5539139487264206,3.698128712326891,1.960154554598549,4.458182020228538,2.068941138272805,3.0418343362809193,3.1400174766420603
504772.49543843,504773.493438802,504772.994438616,504772.531000031,504773.53699995,504773.0339999905,3.889674865991541,3.6945019061043123,4.282360558533344,4.456450796494382,2.474884011732093,6.453236219691522,2.7021749546106104,3.2804344751100114,3.7733560056560513
504772.595438381,504773.593438859,504773.09443862,504772.628000041,504773.648999937,504773.138499989,3.9797888257974234,3.4754043876338043,5.275520161092389,4.213328827850255,2.5089857940929434,6.596410292662218,2.824768386064317,2.760312267849685,4.183580489133777
504772.695438336,504773.693438913,504773.1944386245,504772.741000018,504773.748999992,504773.245000005,3.1349342803615485,2.560931444954592,4.638392971502861,3.0373103255831846,1.9830515858232904,4.778601621948962,2.3041448879463964,1.8122186339505406,3.9648227711825648
504772.795438302,504773.793438965,504773.2944386335,504772.840999984,504773.830999978,504773.33599998103,1.9969227480526912,1.5014551906883002,2.9802268979133357,1.8429810576454302,1.3331943971054476,2.6028057732459544,1.5692757379132662,0.9913957544734544,3.154047175436342
504772.895438387,504773.893439013,504773.3944387,504772.937999963,504773.942999966,504773.4404999645,1.3235907321369123,0.9709948833340993,1.6514558052782915,1.3972389764171174,1.0650785834424181,1.525182273109278,1.1692837025795628,0.6574344769896674,2.1520571559448634
504772.995438466,504773.99343906,504773.494438763,504773.018999944,504774.024999956,504773.52199995,1.2266055164497132,1.0347319956462957,1.235973859040779,1.5805290405283905,1.179669997395608,1.406791190576291,1.2076110154685105,0.7068731720075546,1.4606638609342757
504773.095438542,504774.093439104,504773.594438823,504773.147999928,504774.125,504773.636499964,1.2234185355927938,1.0932320578152241,1.201221735533958,1.7518322184118118,1.1948298233915788,1.3378505458428953,1.288212551862558,0.7657596668594824,1.154409685024841
504773.195438612,504774.193439146,504773.694438879,504773.247999999,504774.236999989,504773.742499994,1.0129011861303885,0.8006759602497664,1.0284421955206784,1.543266713940839,0.9028016092007796,1.0851542433383201,1.130983527090676,0.68199277489979,0.9298924648022588
504773.29543868,504774.293439187,504773.7944389335,504773.344999981,504774.318999978,504773.8319999795,0.7545100434183396,0.44537770478366095,0.8318267760781624,1.0621143071908963,0.6195659956684173,1.010103263829052,0.8761190643120143,0.5779980590559165,0.6129751764285973
504773.395438743,504774.393439225,504773.894438984,504773.441999965,504774.446999969,504773.94449996704,0.6647626332572035,0.2902199623689277,0.810291981164565,0.6586536217727866,0.6205471264390632,1.2499191289776523,0.7764524938109547,0.5777965309304857,0.33422022059319284
504773.495438803,504774.493439262,504773.9944390325,504773.538999951,504774.544000086,504774.0415000185,0.7899100317509965,0.3582333396551983,0.9751023395355142,0.6233151727018791,0.8336569543129118,1.640344684100545,0.8901228868960647,0.638241341552892,0.3602635352529667
504773.59543886,504774.593439186,504774.094439023,504773.650999939,504774.644000011,504774.147499975,0.9174574126995035,0.42896641098415045,1.0375308797566154,0.8495420685328827,0.899489327739072,1.7872604575027013,0.9535308776418959,0.6569420661438183,0.7263972132948923
504773.695438914,504774.693439101,504774.1944390075,504773.750999993,504774.741000033,504774.24600001296,1.0224535482699728,0.6213183141233126,0.94241966098357,1.174308129050567,0.8089684599999523,1.7469654898249847,0.901138054397219,0.8154814573399977,1.1690288204401798
504773.795438966,504774.79343902,504774.294438993,504773.832999979,504774.838000053,504774.335500016,1.4171289483931802,1.4493161648834603,0.9829734916092939,1.6647651157734051,1.0805895750176715,1.8718299521931498,1.109057398173685,1.5261335133631022,1.6523663761316725
504773.895439014,504774.893438942,504774.394438978,504773.944999967,504774.91900007,504774.43200001854,2.3217394841324652,3.2408668237591414,1.4878398016515353,2.3228264338435687,2.1531798209544464,2.350688759184865,1.8659961869384918,2.8874177886788495,2.2651002580488235
